,sell_type,car_type,year,color,country,traction,price,km,range,max_vel,zero_hundred
533,Nuevo,Model Y,2024,BLUE,france,"Grande Autonomie, transmission intégrale",49 290 €,0,533.0,217.0,5
534,Nuevo,Model Y,2024,BLUE,france,"Grande Autonomie, transmission intégrale",50 640 €,0,533.0,217.0,5
535,Nuevo,Model Y,2024,BLUE,france,"Grande Autonomie, transmission intégrale",51 390 €,0,533.0,217.0,5
536,Nuevo,Model Y,2024,BLUE,france,"Grande Autonomie, transmission intégrale",51 390 €,0,533.0,217.0,5
537,Nuevo,Model Y,2024,BLUE,france,Performance Transmission Intégrale,55 290 €,0,514.0,250.0,"3,7"
538,Nuevo,Model Y,2024,BLUE,france,Performance Transmission Intégrale,56 640 €,0,514.0,250.0,"3,7"
539,Nuevo,Model Y,2024,BLUE,france,Performance Transmission Intégrale,57 830 €,0,514.0,250.0,"3,7"
540,Nuevo,Model Y,2024,SILVER,france,Model Y Propulsion,43 590 €,0,455.0,217.0,"6,9"
541,Nuevo,Model Y,2024,SILVER,france,Model Y Propulsion,46 880 €,0,430.0,217.0,"6,9"
542,Nuevo,Model Y,2024,SILVER,france,"Model Y Grande Autonomie, Propulsion",49 590 €,0,600.0,217.0,"5,9"
543,Nuevo,Model Y,2024,SILVER,france,"Grande Autonomie, transmission intégrale",50 590 €,0,533.0,217.0,5
544,Nuevo,Model Y,2024,SILVER,france,"Grande Autonomie, transmission intégrale",51 780 €,0,533.0,217.0,5
545,Nuevo,Model Y,2024,SILVER,france,"Grande Autonomie, transmission intégrale",52 690 €,0,533.0,217.0,5
546,Nuevo,Model Y,2024,SILVER,france,"Grande Autonomie, transmission intégrale",54 040 €,0,533.0,217.0,5
547,Nuevo,Model Y,2024,SILVER,france,"Grande Autonomie, transmission intégrale",54 700 €,Compteur kilométrique à 115 km,533.0,217.0,5
548,Nuevo,Model Y,2024,SILVER,france,Performance Transmission Intégrale,55 930 €,Compteur kilométrique à 59 km,514.0,250.0,"3,7"
549,Nuevo,Model Y,2024,SILVER,france,Performance Transmission Intégrale,56 590 €,0,514.0,250.0,"3,7"
550,Nuevo,Model Y,2024,SILVER,france,Performance Transmission Intégrale,57 780 €,0,514.0,250.0,"3,7"
551,Nuevo,Model Y,2024,SILVER,france,Performance Transmission Intégrale,57 940 €,0,514.0,250.0,"3,7"
552,Nuevo,Model Y,2024,SILVER,france,Performance Transmission Intégrale,60 390 €,0,514.0,250.0,"3,7"
553,Nuevo,Model Y,2024,SILVER,france,Performance Transmission Intégrale,61 740 €,0,514.0,250.0,"3,7"
554,Nuevo,Model Y,2024,SILVER,france,"Grande Autonomie, transmission intégrale",63 050 €,Compteur kilométrique à 86 km,533.0,217.0,5
555,Nuevo,Model Y,2024,CHERRY,france,Model Y Propulsion,44 940 €,0,455.0,217.0,"6,9"
556,Nuevo,Model Y,2024,CHERRY,france,"Grande Autonomie, transmission intégrale",50 590 €,0,533.0,217.0,5
557,Nuevo,Model Y,2024,CHERRY,france,"Grande Autonomie, transmission intégrale",51 940 €,0,533.0,217.0,5
558,Nuevo,Model Y,2024,CHERRY,france,"Grande Autonomie, transmission intégrale",52 690 €,0,533.0,217.0,5
559,Nuevo,Model Y,2024,CHERRY,france,Performance Transmission Intégrale,54 620 €,Compteur kilométrique à 0 km,514.0,250.0,"3,7"
560,Nuevo,Model Y,2024,CHERRY,france,"Grande Autonomie, transmission intégrale",55 230 €,0,533.0,217.0,5
561,Nuevo,Model Y,2024,CHERRY,france,Performance Transmission Intégrale,56 590 €,0,514.0,250.0,"3,7"
562,Nuevo,Model Y,2024,CHERRY,france,Performance Transmission Intégrale,56 590 €,0,514.0,250.0,"3,7"
563,Nuevo,Model Y,2024,CHERRY,france,"Grande Autonomie, transmission intégrale",56 690 €,0,533.0,217.0,5
564,Nuevo,Model Y,2024,CHERRY,france,Performance Transmission Intégrale,57 780 €,0,514.0,250.0,"3,7"
565,Nuevo,Model Y,2024,CHERRY,france,Performance Transmission Intégrale,57 940 €,0,514.0,250.0,"3,7"
566,Ocasion,Model S,2019,WHITE,france,100D Grande Autonomie,43 400 €,Compteur kilométrique à 96 688 km,632.0,249.0,"4,3"
567,Ocasion,Model S,2018,BLACK,france,100D Grande Autonomie,37 000 €,Compteur kilométrique à 92 205 km,632.0,249.0,"4,3"
568,Ocasion,Model S,2018,BLACK,france,100D Grande Autonomie,37 500 €,Compteur kilométrique à 91 227 km,632.0,249.0,"4,3"
569,Ocasion,Model S,2018,BLACK,france,100D Grande Autonomie,38 000 €,Compteur kilométrique à 84 325 km,632.0,249.0,"4,3"
570,Ocasion,Model S,2019,BLACK,france,Model S Grande Autonomie,41 400 €,Compteur kilométrique à 102 622 km,610.0,250.0,"3,8"
571,Ocasion,Model S,2019,BLACK,france,Model S Performance,44 500 €,Compteur kilométrique à 99 841 km,593.0,261.0,"3,2"
572,Ocasion,Model S,2023,BLACK,france,Plaid,88 500 €,Compteur kilométrique à 27 477 km,600.0,322.0,"2,1"
573,Ocasion,Model S,2020,BLUE,france,Model S Grande Autonomie,51 500 €,Compteur kilométrique à 96 182 km,610.0,250.0,"3,8"
574,Ocasion,Model S,2020,BLUE,france,Model S Grande Autonomie,53 550 €,Compteur kilométrique à 58 869 km,610.0,250.0,"3,8"
575,Ocasion,Model S,2023,BLUE,france,Plaid,96 400 €,Compteur kilométrique à 50 km,600.0,322.0,"2,1"
576,Ocasion,Model S,2018,GREY,france,75D,28 600 €,Compteur kilométrique à 127 131 km,490.0,225.0,"4,4"
577,Ocasion,Model S,2019,GREY,france,Model S Grande Autonomie,45 900 €,Compteur kilométrique à 56 744 km,610.0,250.0,"3,8"
578,Ocasion,Model S,2019,RED,france,Model S Performance,46 700 €,Compteur kilométrique à 90 274 km,593.0,261.0,"3,2"
579,Ocasion,Model 3,2019,WHITE,france,"Grande Autonomie, transmission intégrale",26 900 €,Compteur kilométrique à 136 114 km,560.0,233.0,"4,6"
580,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale",28 400 €,Compteur kilométrique à 94 337 km,560.0,233.0,"4,6"
581,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale",28 800 €,Compteur kilométrique à 68 848 km,560.0,233.0,"4,6"
582,Ocasion,Model 3,2021,WHITE,france,"Grande Autonomie, transmission intégrale",29 500 €,Compteur kilométrique à 112 637 km,580.0,233.0,"4,4"
583,Ocasion,Model 3,2021,WHITE,france,"Autonomie Standard Plus, Propulsion",30 100 €,Compteur kilométrique à 57 691 km,448.0,225.0,"5,6"
584,Ocasion,Model 3,2021,WHITE,france,"Autonomie Standard Plus, Propulsion",30 700 €,Compteur kilométrique à 46 307 km,448.0,225.0,"5,6"
585,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale",30 800 €,Compteur kilométrique à 52 917 km,560.0,233.0,"4,6"
586,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale",30 800 €,Compteur kilométrique à 53 808 km,560.0,233.0,"4,6"
587,Ocasion,Model 3,2019,WHITE,france,"Grande Autonomie, transmission intégrale Performance",30 900 €,Compteur kilométrique à 63 574 km,530.0,261.0,"3,4"
588,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale",31 200 €,Compteur kilométrique à 49 269 km,560.0,233.0,"4,1"
589,Ocasion,Model 3,2021,WHITE,france,"Grande Autonomie, transmission intégrale",31 400 €,Compteur kilométrique à 79 888 km,580.0,233.0,"4,4"
590,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale",31 700 €,Compteur kilométrique à 65 224 km,560.0,233.0,"4,6"
591,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale",31 900 €,Compteur kilométrique à 55 928 km,560.0,233.0,"4,6"
592,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale Performance",31 900 €,Compteur kilométrique à 61 737 km,530.0,261.0,"3,4"
593,Ocasion,Model 3,2021,WHITE,france,"Grande Autonomie, transmission intégrale",31 900 €,Compteur kilométrique à 76 129 km,580.0,233.0,"4,4"
594,Ocasion,Model 3,2021,WHITE,france,"Autonomie Standard Plus, Propulsion",32 400 €,Compteur kilométrique à 37 683 km,448.0,225.0,"5,6"
595,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale Performance",32 500 €,Compteur kilométrique à 44 366 km,530.0,261.0,"3,4"
596,Ocasion,Model 3,2021,WHITE,france,"Autonomie Standard Plus, Propulsion",33 500 €,Compteur kilométrique à 24 780 km,448.0,225.0,"5,6"
597,Ocasion,Model 3,2020,WHITE,france,"Grande Autonomie, transmission intégrale Performance",34 600 €,Compteur kilométrique à 40 624 km,530.0,261.0,"3,4"
598,Ocasion,Model 3,2021,WHITE,france,"Grande Autonomie, transmission intégrale",38 200 €,Compteur kilométrique à 31 928 km,614.0,233.0,"3,9"
599,Ocasion,Model 3,2019,BLACK,france,"Grande Autonomie, transmission intégrale Performance",31 200 €,Compteur kilométrique à 55 065 km,530.0,261.0,"3,4"
600,Ocasion,Model 3,2019,BLACK,france,"Grande Autonomie, transmission intégrale Performance",33 000 €,Compteur kilométrique à 51 508 km,530.0,261.0,"3,4"
601,Ocasion,Model 3,2020,BLACK,france,"Grande Autonomie, transmission intégrale Performance",33 200 €,Compteur kilométrique à 63 684 km,530.0,261.0,"3,4"
602,Ocasion,Model 3,2023,BLACK,france,"Grande Autonomie, Propulsion",35 500 €,Compteur kilométrique à 36 861 km,620.0,233.0,"5,9"
603,Ocasion,Model 3,2023,BLACK,france,Model 3 Propulsion,36 400 €,Compteur kilométrique à 28 590 km,491.0,225.0,"6,1"
604,Ocasion,Model 3,2024,BLACK,france,"Grande Autonomie, transmission intégrale",48 500 €,Compteur kilométrique à 6 165 km,629.0,201.0,"4,4"
605,Ocasion,Model 3,2021,BLUE,france,"Autonomie Standard Plus, Propulsion",29 300 €,Compteur kilométrique à 40 429 km,448.0,225.0,"5,6"
606,Ocasion,Model 3,2020,BLUE,france,"Grande Autonomie, transmission intégrale",30 100 €,Compteur kilométrique à 56 115 km,560.0,233.0,"4,6"
607,Ocasion,Model 3,2021,BLUE,france,"Autonomie Standard Plus, Propulsion",30 600 €,Compteur kilométrique à 50 635 km,448.0,225.0,"5,6"
608,Ocasion,Model 3,2020,BLUE,france,"Grande Autonomie, transmission intégrale",31 800 €,Compteur kilométrique à 22 191 km,560.0,233.0,"4,6"
609,Ocasion,Model 3,2020,BLUE,france,"Grande Autonomie, transmission intégrale",32 000 €,Compteur kilométrique à 78 899 km,560.0,233.0,"4,6"
610,Ocasion,Model 3,2021,BLUE,france,"Grande Autonomie, transmission intégrale Performance",33 300 €,Compteur kilométrique à 90 951 km,567.0,261.0,"3,3"
611,Ocasion,Model 3,2021,BLUE,france,"Grande Autonomie, transmission intégrale Performance",37 900 €,Compteur kilométrique à 43 763 km,567.0,261.0,"3,3"
612,Ocasion,Model 3,2020,GREY,france,"Autonomie Standard Plus, Propulsion",26 500 €,Compteur kilométrique à 54 849 km,409.0,225.0,"5,6"
613,Ocasion,Model 3,2019,GREY,france,"Grande Autonomie, transmission intégrale",29 400 €,Compteur kilométrique à 65 352 km,560.0,233.0,"4,6"
614,Ocasion,Model 3,2021,GREY,france,"Autonomie Standard Plus, Propulsion",29 600 €,Compteur kilométrique à 40 245 km,448.0,225.0,"5,6"
615,Ocasion,Model 3,2020,GREY,france,"Grande Autonomie, transmission intégrale Performance",32 000 €,Compteur kilométrique à 46 586 km,530.0,261.0,"3,4"
616,Ocasion,Model 3,2019,GREY,france,"Grande Autonomie, transmission intégrale",32 400 €,Compteur kilométrique à 45 586 km,560.0,233.0,"4,6"
617,Ocasion,Model 3,2021,GREY,france,"Grande Autonomie, transmission intégrale Performance",33 400 €,Compteur kilométrique à 88 262 km,567.0,261.0,"3,3"
618,Ocasion,Model 3,2020,GREY,france,"Grande Autonomie, transmission intégrale Performance",34 200 €,Compteur kilométrique à 30 317 km,530.0,261.0,"3,4"
619,Ocasion,Model 3,2021,GREY,france,"Grande Autonomie, transmission intégrale",35 100 €,Compteur kilométrique à 74 565 km,614.0,233.0,"4,4"
620,Ocasion,Model 3,2023,GREY,france,Performance Transmission Intégrale,45 100 €,Compteur kilométrique à 12 997 km,547.0,261.0,"3,3"
621,Ocasion,Model 3,2023,GREY,france,Performance Transmission Intégrale,46 500 €,Compteur kilométrique à 28 599 km,547.0,261.0,"3,3"
622,Ocasion,Model 3,2021,RED,france,"Grande Autonomie, transmission intégrale",28 600 €,Compteur kilométrique à 136 796 km,580.0,233.0,"4,4"
623,Ocasion,Model 3,2022,RED,france,Model 3 Propulsion,29 700 €,Compteur kilométrique à 68 266 km,491.0,225.0,"6,1"
624,Ocasion,Model 3,2021,RED,france,"Grande Autonomie, transmission intégrale",33 100 €,Compteur kilométrique à 64 709 km,580.0,233.0,"4,4"
625,Ocasion,Model 3,2020,RED,france,"Grande Autonomie, transmission intégrale Performance",34 200 €,Compteur kilométrique à 38 056 km,530.0,261.0,"3,4"
626,Ocasion,Model 3,2023,RED,france,Model 3 Propulsion,35 100 €,Compteur kilométrique à 26 036 km,491.0,225.0,"6,1"
627,Ocasion,Model 3,2021,RED,france,"Grande Autonomie, transmission intégrale Performance",36 700 €,Compteur kilométrique à 42 176 km,567.0,261.0,"3,3"
628,Ocasion,Model 3,2024,RED,france,Model 3 Propulsion,41 900 €,Compteur kilométrique à 13 km,513.0,201.0,"6,1"
629,Ocasion,Model X,2020,WHITE,france,Model X Grande Autonomie,54 100 €,Compteur kilométrique à 91 783 km,507.0,250.0,"4,6"
630,Ocasion,Model X,2019,BLACK,france,100D Ludicrous Performance,52 600 €,Compteur kilométrique à 95 037 km,542.0,249.0,3
631,Ocasion,Model X,2019,BLACK,france,Model X Grande Autonomie,55 000 €,Compteur kilométrique à 59 027 km,507.0,250.0,"4,6"
632,Ocasion,Model X,2019,BLUE,france,100D Grande Autonomie,44 200 €,Compteur kilométrique à 114 330 km,565.0,249.0,"4,9"
633,Ocasion,Model X,2018,GREY,france,100D Grande Autonomie,43 200 €,Compteur kilométrique à 91 833 km,565.0,249.0,"4,9"
634,Ocasion,Model X,2020,GREY,france,Model X Grande Autonomie,47 000 €,Compteur kilométrique à 130 467 km,507.0,250.0,"4,6"
635,Ocasion,Model X,2019,GREY,france,100D Grande Autonomie,48 500 €,Compteur kilométrique à 75 309 km,565.0,249.0,"4,9"
636,Ocasion,Model X,2019,GREY,france,Model X Grande Autonomie,49 000 €,Compteur kilométrique à 98 188 km,507.0,250.0,"4,6"
637,Ocasion,Model X,2018,GREY,france,100D Grande Autonomie,49 900 €,Compteur kilométrique à 52 352 km,565.0,249.0,"4,9"
638,Ocasion,Model X,2019,GREY,france,100D Grande Autonomie,51 400 €,Compteur kilométrique à 84 586 km,565.0,249.0,"4,9"
639,Ocasion,Model X,2019,GREY,france,Model X Grande Autonomie,53 800 €,Compteur kilométrique à 64 186 km,507.0,250.0,"4,6"
640,Ocasion,Model X,2020,GREY,france,Model X Performance,55 500 €,Compteur kilométrique à 124 768 km,487.0,261.0,"2,8"
641,Ocasion,Model X,2019,GREY,france,100D Grande Autonomie,56 000 €,Compteur kilométrique à 55 365 km,565.0,249.0,"4,9"
642,Ocasion,Model Y,2022,WHITE,france,Performance Transmission Intégrale,46 400 €,Compteur kilométrique à 20 423 km,514.0,250.0,"3,7"
643,Ocasion,Model Y,2022,BLACK,france,Performance Transmission Intégrale,48 400 €,Compteur kilométrique à 14 953 km,514.0,250.0,"3,7"
644,Ocasion,Model Y,2023,RED,france,"Grande Autonomie, transmission intégrale",44 300 €,Compteur kilométrique à 10 714 km,533.0,217.0,5
645,Nuevo,Model S,2024,WHITE,italy,Model S a trazione integrale,97.475 €,0,634.0,250.0,"3,2"
646,Nuevo,Model S,2024,WHITE,italy,Model S a trazione integrale,103.425 €,99 km sul contachilometri,634.0,250.0,"3,2"
647,Nuevo,Model S,2024,WHITE,italy,Model S a trazione integrale,103.425 €,0,634.0,250.0,"3,2"
648,Nuevo,Model S,2024,WHITE,italy,Plaid,112.475 €,0,600.0,322.0,"2,1"
649,Nuevo,Model S,2024,WHITE,italy,Plaid,112.645 €,2.083 km sul contachilometri,600.0,322.0,"2,1"
650,Nuevo,Model S,2024,BLACK,italy,Model S a trazione integrale,90.655 €,1.512 km sul contachilometri,634.0,250.0,"3,2"
651,Nuevo,Model S,2024,BLUE,italy,Model S a trazione integrale,89.825 €,2.733 km sul contachilometri,634.0,250.0,"3,2"
652,Nuevo,Model S,2024,BLUE,italy,Model S a trazione integrale,90.695 €,1.462 km sul contachilometri,634.0,250.0,"3,2"
653,Nuevo,Model S,2024,BLUE,italy,Model S a trazione integrale,93.265 €,1.156 km sul contachilometri,634.0,250.0,"3,2"
654,Nuevo,Model S,2024,BLUE,italy,Model S a trazione integrale,93.265 €,1.166 km sul contachilometri,634.0,250.0,"3,2"
655,Nuevo,Model S,2024,GREY,italy,Model S a trazione integrale,90.755 €,2.759 km sul contachilometri,634.0,250.0,"3,2"
656,Nuevo,Model S,2024,GREY,italy,Model S a trazione integrale,92.465 €,4.272 km sul contachilometri,634.0,250.0,"3,2"
657,Nuevo,Model S,2024,RED,italy,Plaid,116.335 €,313 km sul contachilometri,600.0,322.0,"2,1"
658,Nuevo,Model 3,2024,WHITE,italy,Model 3 a trazione posteriore,42.175 €,0,513.0,201.0,"6,1"
659,Nuevo,Model 3,2024,WHITE,italy,Model 3 a trazione posteriore,42.175 €,0,513.0,201.0,"6,1"
660,Nuevo,Model 3,2024,WHITE,italy,Model 3 a trazione posteriore,42.675 €,0,513.0,201.0,"6,1"
661,Nuevo,Model 3,2024,WHITE,italy,Model 3 a trazione posteriore,43.525 €,0,513.0,201.0,"6,1"
662,Nuevo,Model 3,2024,WHITE,italy,Model 3 Long Range a trazione posteriore,45.975 €,0,702.0,201.0,"5,2"
663,Nuevo,Model 3,2024,WHITE,italy,Model 3 a trazione posteriore,46.475 €,0,513.0,201.0,"6,1"
664,Nuevo,Model 3,2024,WHITE,italy,Model 3 Long Range a trazione posteriore,47.675 €,0,640.0,201.0,"5,2"
665,Nuevo,Model 3,2024,WHITE,italy,Long Range a trazione integrale,49.975 €,0,629.0,201.0,"4,4"
666,Nuevo,Model 3,2024,WHITE,italy,Long Range a trazione integrale,49.975 €,0,629.0,201.0,"4,4"
667,Nuevo,Model 3,2024,WHITE,italy,Long Range a trazione integrale,51.675 €,0,629.0,201.0,"4,4"
668,Nuevo,Model 3,2024,WHITE,italy,Long Range a trazione integrale,53.025 €,0,629.0,201.0,"4,4"
669,Nuevo,Model 3,2024,WHITE,italy,Performance a trazione integrale,58.475 €,0,528.0,262.0,"3,1"
670,Nuevo,Model 3,2024,WHITE,italy,Performance a trazione integrale,59.675 €,0,528.0,262.0,"3,1"
671,Nuevo,Model 3,2024,BLACK,italy,Model 3 a trazione posteriore,42.275 €,0,513.0,201.0,"6,1"
672,Nuevo,Model 3,2024,BLACK,italy,Model 3 a trazione posteriore,42.275 €,0,513.0,201.0,"6,1"
673,Nuevo,Model 3,2024,BLACK,italy,Model 3 a trazione posteriore,43.475 €,0,513.0,201.0,"6,1"
674,Nuevo,Model 3,2024,BLACK,italy,Model 3 a trazione posteriore,43.625 €,0,513.0,201.0,"6,1"
675,Nuevo,Model 3,2024,BLACK,italy,Model 3 a trazione posteriore,43.975 €,0,513.0,201.0,"6,1"
676,Nuevo,Model 3,2024,BLACK,italy,Model 3 Long Range a trazione posteriore,47.275 €,0,702.0,201.0,"5,2"
677,Nuevo,Model 3,2024,BLACK,italy,Model 3 Long Range a trazione posteriore,48.475 €,0,702.0,201.0,"5,2"
678,Nuevo,Model 3,2024,BLACK,italy,Model 3 Long Range a trazione posteriore,48.975 €,0,640.0,201.0,"5,2"
679,Nuevo,Model 3,2024,BLACK,italy,Long Range a trazione integrale,51.275 €,0,629.0,201.0,"4,4"
680,Nuevo,Model 3,2024,BLACK,italy,Long Range a trazione integrale,51.275 €,0,629.0,201.0,"4,4"
681,Nuevo,Model 3,2024,BLACK,italy,Long Range a trazione integrale,52.475 €,0,629.0,201.0,"4,4"
682,Nuevo,Model 3,2024,BLACK,italy,Performance a trazione integrale,59.775 €,0,528.0,262.0,"3,1"
683,Nuevo,Model 3,2024,BLUE,italy,Model 3 a trazione posteriore,42.275 €,0,513.0,201.0,"6,1"
684,Nuevo,Model 3,2024,BLUE,italy,Model 3 a trazione posteriore,42.275 €,63 km sul contachilometri,513.0,201.0,"6,1"
685,Nuevo,Model 3,2024,BLUE,italy,Model 3 a trazione posteriore,43.625 €,0,513.0,201.0,"6,1"
686,Nuevo,Model 3,2024,BLUE,italy,Model 3 a trazione posteriore,43.975 €,0,513.0,201.0,"6,1"
687,Nuevo,Model 3,2024,BLUE,italy,Long Range a trazione integrale,49.385 €,0,629.0,201.0,"4,4"
688,Nuevo,Model 3,2024,BLUE,italy,Long Range a trazione integrale,49.525 €,0,629.0,201.0,"4,4"
689,Nuevo,Model 3,2024,BLUE,italy,Long Range a trazione integrale,51.275 €,0,629.0,201.0,"4,4"
690,Nuevo,Model 3,2024,BLUE,italy,Performance a trazione integrale,56.995 €,1.550 km sul contachilometri,528.0,262.0,"3,1"
691,Nuevo,Model 3,2024,BLUE,italy,Performance a trazione integrale,57.285 €,815 km sul contachilometri,528.0,262.0,"3,1"
692,Nuevo,Model 3,2024,BLUE,italy,Performance a trazione integrale,57.375 €,0,528.0,262.0,"3,1"
693,Nuevo,Model 3,2024,BLUE,italy,Performance a trazione integrale,57.575 €,13 km sul contachilometri,528.0,262.0,"3,1"
694,Nuevo,Model 3,2024,GREY,italy,Long Range a trazione integrale,49.755 €,4.271 km sul contachilometri,629.0,201.0,"4,4"
695,Nuevo,Model 3,2024,GREY,italy,Long Range a trazione integrale,51.275 €,0,629.0,201.0,"4,4"
696,Nuevo,Model 3,2024,GREY,italy,Long Range a trazione integrale,52.975 €,0,629.0,201.0,"4,4"
697,Nuevo,Model 3,2024,GREY,italy,Performance a trazione integrale,59.775 €,0,528.0,262.0,"3,1"
698,Nuevo,Model 3,2024,SILVER,italy,Model 3 a trazione posteriore,40.815 €,2.992 km sul contachilometri,513.0,201.0,"6,1"
699,Nuevo,Model 3,2024,SILVER,italy,Model 3 a trazione posteriore,40.935 €,1.702 km sul contachilometri,513.0,201.0,"6,1"
700,Nuevo,Model 3,2024,SILVER,italy,Model 3 a trazione posteriore,42.975 €,0,513.0,201.0,"6,1"
701,Nuevo,Model 3,2024,SILVER,italy,Model 3 a trazione posteriore,42.975 €,0,513.0,201.0,"6,1"
702,Nuevo,Model 3,2024,SILVER,italy,Model 3 a trazione posteriore,44.175 €,0,513.0,201.0,"6,1"
703,Nuevo,Model 3,2024,SILVER,italy,Model 3 a trazione posteriore,44.675 €,0,513.0,201.0,"6,1"
704,Nuevo,Model 3,2024,SILVER,italy,Long Range a trazione integrale,51.975 €,0,629.0,201.0,"4,4"
705,Nuevo,Model 3,2024,SILVER,italy,Long Range a trazione integrale,51.975 €,62 km sul contachilometri,629.0,201.0,"4,4"
706,Nuevo,Model 3,2024,RED,italy,Model 3 a trazione posteriore,42.975 €,0,513.0,201.0,"6,1"
707,Nuevo,Model 3,2024,RED,italy,Model 3 a trazione posteriore,44.675 €,0,513.0,201.0,"6,1"
708,Nuevo,Model 3,2024,RED,italy,Model 3 Long Range a trazione posteriore,47.185 €,615 km sul contachilometri,702.0,201.0,"5,2"
709,Nuevo,Model 3,2024,RED,italy,Model 3 Long Range a trazione posteriore,47.355 €,78 km sul contachilometri,702.0,201.0,"5,2"
710,Nuevo,Model 3,2024,RED,italy,Model 3 Long Range a trazione posteriore,48.435 €,536 km sul contachilometri,702.0,201.0,"5,2"
711,Nuevo,Model 3,2024,RED,italy,Model 3 Long Range a trazione posteriore,48.545 €,9 km sul contachilometri,702.0,201.0,"5,2"
712,Nuevo,Model 3,2024,RED,italy,Long Range a trazione integrale,51.975 €,0,629.0,201.0,"4,4"
713,Nuevo,Model 3,2024,RED,italy,Long Range a trazione integrale,52.195 €,13 km sul contachilometri,629.0,201.0,"4,4"
714,Nuevo,Model 3,2024,RED,italy,Long Range a trazione integrale,52.765 €,4.524 km sul contachilometri,629.0,201.0,"4,4"
715,Nuevo,Model 3,2024,RED,italy,Long Range a trazione integrale,53.675 €,0,629.0,201.0,"4,4"
716,Nuevo,Model 3,2024,RED,italy,Performance a trazione integrale,57.655 €,2.368 km sul contachilometri,528.0,262.0,"3,1"
717,Nuevo,Model 3,2024,RED,italy,Performance a trazione integrale,60.475 €,0,528.0,262.0,"3,1"
718,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,95.295 €,2.080 km sul contachilometri,576.0,250.0,"3,9"
719,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,103.375 €,1.262 km sul contachilometri,576.0,250.0,"3,9"
720,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,105.475 €,0,576.0,250.0,"3,9"
721,Nuevo,Model X,2024,WHITE,italy,Plaid,109.135 €,6.677 km sul contachilometri,543.0,262.0,"2,6"
722,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,109.775 €,0,576.0,250.0,"3,9"
723,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,111.425 €,0,576.0,250.0,"3,9"
724,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,111.425 €,0,576.0,250.0,"3,9"
725,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,116.825 €,0,576.0,250.0,"3,9"
726,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,119.325 €,0,576.0,250.0,"3,9"
727,Nuevo,Model X,2024,WHITE,italy,Model X a trazione integrale,119.325 €,92 km sul contachilometri,576.0,250.0,"3,9"
728,Nuevo,Model X,2024,BLACK,italy,Model X a trazione integrale,111.765 €,1.868 km sul contachilometri,576.0,250.0,"3,9"
729,Nuevo,Model X,2024,BLACK,italy,Model X a trazione integrale,117.325 €,0,576.0,250.0,"3,9"
730,Nuevo,Model X,2024,BLACK,italy,Model X a trazione integrale,120.925 €,0,576.0,250.0,"3,9"
731,Nuevo,Model X,2024,BLUE,italy,Model X a trazione integrale,107.455 €,1.000 km sul contachilometri,576.0,250.0,"3,9"
732,Nuevo,Model X,2024,BLUE,italy,Model X a trazione integrale,108.825 €,2.180 km sul contachilometri,576.0,250.0,"3,9"
733,Nuevo,Model X,2024,BLUE,italy,Model X a trazione integrale,112.285 €,94 km sul contachilometri,576.0,250.0,"3,9"
734,Nuevo,Model X,2024,BLUE,italy,Plaid,117.475 €,1.589 km sul contachilometri,543.0,262.0,"2,6"
735,Nuevo,Model X,2024,GREY,italy,Plaid,108.685 €,2.049 km sul contachilometri,543.0,262.0,"2,6"
736,Nuevo,Model X,2024,GREY,italy,Plaid,115.025 €,1.125 km sul contachilometri,543.0,262.0,"2,6"
737,Nuevo,Model X,2024,GREY,italy,Model X a trazione integrale,119.325 €,0,576.0,250.0,"3,9"
738,Nuevo,Model Y,2024,WHITE,italy,Model Y Trazione posteriore,39.675 €,0,455.0,217.0,"6,9"
739,Nuevo,Model Y,2024,WHITE,italy,Model Y Trazione posteriore,40.215 €,1.283 km sul contachilometri,430.0,217.0,"6,9"
740,Nuevo,Model Y,2024,WHITE,italy,Model Y Trazione posteriore,40.875 €,0,455.0,217.0,"6,9"
741,Nuevo,Model Y,2024,WHITE,italy,Model Y Trazione posteriore,41.025 €,0,455.0,217.0,"6,9"
742,Nuevo,Model Y,2024,WHITE,italy,Model Y Trazione posteriore,41.875 €,0,430.0,217.0,"6,9"
743,Nuevo,Model Y,2024,WHITE,italy,Model Y Trazione posteriore,42.225 €,0,455.0,217.0,"6,9"
