,sell_type,car_type,year,color,country,traction,price,km,range,max_vel,zero_hundred
55,Nuevo,Model 3,2024,SILVER,spain,Gran autonomía con tracción integral,46.990 €,Cuentakilómetros con 13 km,629.0,201.0,"4,4"
56,Nuevo,Model 3,2024,SILVER,spain,Gran autonomía con tracción integral,47.470 €,0,629.0,201.0,"4,4"
57,Nuevo,Model 3,2024,RED,spain,Model 3 Tracción trasera,38.470 €,0,513.0,201.0,"6,1"
58,Nuevo,Model 3,2024,RED,spain,Model 3 Tracción trasera,38.520 €,Cuentakilómetros con 15 km,513.0,201.0,"6,1"
59,Nuevo,Model 3,2024,RED,spain,Gran autonomía con tracción integral,44.320 €,Cuentakilómetros con 2051 km,629.0,201.0,"4,4"
60,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",95.670 €,Cuentakilómetros con 3649 km,576.0,250.0,"3,9"
61,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",99.960 €,Cuentakilómetros con 5936 km,576.0,250.0,"3,9"
62,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",100.720 €,Cuentakilómetros con 1015 km,576.0,250.0,"3,9"
63,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",102.640 €,Cuentakilómetros con 1405 km,576.0,250.0,"3,9"
64,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",104.370 €,0,576.0,250.0,"3,9"
65,Nuevo,Model X,2024,WHITE,spain,Plaid,106.050 €,Cuentakilómetros con 34 km,543.0,262.0,"2,6"
66,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",106.620 €,Cuentakilómetros con 3295 km,576.0,250.0,"3,9"
67,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",110.270 €,0,576.0,250.0,"3,9"
68,Nuevo,Model X,2024,WHITE,spain,Plaid,111.440 €,Cuentakilómetros con 60 km,543.0,262.0,"2,6"
69,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",115.670 €,0,576.0,250.0,"3,9"
70,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",118.070 €,0,576.0,250.0,"3,9"
71,Nuevo,Model X,2024,WHITE,spain,"Model X, tracción a las cuatro ruedas",118.070 €,Cuentakilómetros con 92 km,576.0,250.0,"3,9"
72,Nuevo,Model X,2024,BLACK,spain,"Model X, tracción a las cuatro ruedas",100.340 €,Cuentakilómetros con 4086 km,576.0,250.0,"3,9"
73,Nuevo,Model X,2024,BLACK,spain,"Model X, tracción a las cuatro ruedas",102.020 €,Cuentakilómetros con 5897 km,576.0,250.0,"3,9"
74,Nuevo,Model X,2024,BLACK,spain,"Model X, tracción a las cuatro ruedas",109.710 €,Cuentakilómetros con 3229 km,576.0,250.0,"3,9"
75,Nuevo,Model X,2024,BLACK,spain,"Model X, tracción a las cuatro ruedas",116.170 €,0,576.0,250.0,"3,9"
76,Nuevo,Model X,2024,BLACK,spain,"Model X, tracción a las cuatro ruedas",119.670 €,0,576.0,250.0,"3,9"
77,Nuevo,Model X,2024,GREY,spain,"Model X, tracción a las cuatro ruedas",104.520 €,Cuentakilómetros con 208 km,576.0,250.0,"3,9"
78,Nuevo,Model X,2024,GREY,spain,Plaid,113.820 €,Cuentakilómetros con 33 km,543.0,262.0,"2,6"
79,Nuevo,Model X,2024,GREY,spain,"Model X, tracción a las cuatro ruedas",118.070 €,0,576.0,250.0,"3,9"
80,Nuevo,Model X,2024,SILVER,spain,"Model X, tracción a las cuatro ruedas",109.540 €,Cuentakilómetros con 23 km,576.0,250.0,"3,9"
81,Nuevo,Model X,2024,SILVER,spain,Plaid,111.750 €,Cuentakilómetros con 33 km,543.0,262.0,"2,6"
82,Nuevo,Model X,2024,SILVER,spain,Plaid,118.720 €,Cuentakilómetros con 0 km,543.0,262.0,"2,6"
83,Nuevo,Model X,2024,RED,spain,Plaid,119.820 €,Cuentakilómetros con 25 km,543.0,262.0,"2,6"
84,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,42.150 €,Cuentakilómetros con 18.609 km,600.0,217.0,"5,9"
85,Nuevo,Model Y,2024,WHITE,spain,Model Y Tracción trasera,44.260 €,0,455.0,217.0,"6,9"
86,Nuevo,Model Y,2024,WHITE,spain,Model Y Tracción trasera,44.390 €,Cuentakilómetros con 6314 km,430.0,217.0,"6,9"
87,Nuevo,Model Y,2024,WHITE,spain,Model Y Tracción trasera,45.310 €,0,455.0,217.0,"6,9"
88,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,45.350 €,Cuentakilómetros con 8812 km,565.0,217.0,"5,9"
89,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,45.420 €,Cuentakilómetros con 8298 km,565.0,217.0,"5,9"
90,Nuevo,Model Y,2024,WHITE,spain,Model Y Tracción trasera,45.660 €,Cuentakilómetros con 1317 km,430.0,217.0,"6,9"
91,Nuevo,Model Y,2024,WHITE,spain,Model Y Tracción trasera,46.360 €,0,430.0,217.0,"6,9"
92,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,46.760 €,0,600.0,217.0,"5,9"
93,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,46.840 €,Cuentakilómetros con 1991 km,565.0,217.0,"5,9"
94,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,47.490 €,Cuentakilómetros con 4462 km,565.0,217.0,"5,9"
95,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,47.910 €,Cuentakilómetros con 2707 km,565.0,217.0,"5,9"
96,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,48.010 €,Cuentakilómetros con 7086 km,533.0,217.0,5
97,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,49.000 €,Cuentakilómetros con 2036 km,533.0,217.0,5
98,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,49.440 €,Cuentakilómetros con 967 km,565.0,217.0,"5,9"
99,Nuevo,Model Y,2024,WHITE,spain,Model Y Gran autonomía con tracción trasera,49.740 €,Cuentakilómetros con 55 km,565.0,217.0,"5,9"
100,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,49.790 €,Cuentakilómetros con 401 km,533.0,217.0,5
101,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,51.760 €,0,533.0,217.0,5
102,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,51.760 €,0,533.0,217.0,5
103,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,52.950 €,Cuentakilómetros con 26 km,533.0,217.0,5
104,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,54.910 €,Cuentakilómetros con 565 km,533.0,217.0,5
105,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,55.070 €,0,533.0,217.0,5
106,Nuevo,Model Y,2024,WHITE,spain,Performance con tracción a las cuatro ruedas,55.140 €,Cuentakilómetros con 2291 km,514.0,250.0,"3,7"
107,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,55.280 €,Cuentakilómetros con 9 km,533.0,217.0,5
108,Nuevo,Model Y,2024,WHITE,spain,Performance con tracción a las cuatro ruedas,55.640 €,Cuentakilómetros con 0 km,514.0,250.0,"3,7"
109,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,56.120 €,0,533.0,217.0,5
110,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,56.420 €,0,533.0,217.0,5
111,Nuevo,Model Y,2024,WHITE,spain,Performance con tracción a las cuatro ruedas,58.280 €,Cuentakilómetros con 7 km,514.0,250.0,"3,7"
112,Nuevo,Model Y,2024,WHITE,spain,Gran autonomía con tracción integral,58.870 €,0,533.0,217.0,5
113,Nuevo,Model Y,2024,WHITE,spain,Performance con tracción a las cuatro ruedas,58.970 €,0,514.0,250.0,"3,7"
114,Nuevo,Model Y,2024,BLACK,spain,Model Y Tracción trasera,42.140 €,Cuentakilómetros con 8864 km,455.0,217.0,"6,9"
115,Nuevo,Model Y,2024,BLACK,spain,Model Y Tracción trasera,42.670 €,Cuentakilómetros con 5955 km,455.0,217.0,"6,9"
116,Nuevo,Model Y,2024,BLACK,spain,Model Y Tracción trasera,44.750 €,Cuentakilómetros con 5727 km,430.0,217.0,"6,9"
117,Nuevo,Model Y,2024,BLACK,spain,Model Y Tracción trasera,45.560 €,0,455.0,217.0,"6,9"
118,Nuevo,Model Y,2024,BLACK,spain,Model Y Gran autonomía con tracción trasera,47.140 €,0,565.0,217.0,"5,9"
119,Nuevo,Model Y,2024,BLACK,spain,Model Y Gran autonomía con tracción trasera,48.060 €,0,600.0,217.0,"5,9"
120,Nuevo,Model Y,2024,BLACK,spain,Model Y Gran autonomía con tracción trasera,49.110 €,0,600.0,217.0,"5,9"
121,Nuevo,Model Y,2024,BLACK,spain,Gran autonomía con tracción integral,52.480 €,Cuentakilómetros con 1525 km,533.0,217.0,5
122,Nuevo,Model Y,2024,BLACK,spain,Gran autonomía con tracción integral,52.990 €,Cuentakilómetros con 12 km,533.0,217.0,5
123,Nuevo,Model Y,2024,BLACK,spain,Gran autonomía con tracción integral,53.060 €,0,533.0,217.0,5
124,Nuevo,Model Y,2024,BLACK,spain,Performance con tracción a las cuatro ruedas,61.500 €,Cuentakilómetros con 396 km,514.0,250.0,"3,7"
125,Nuevo,Model Y,2024,BLACK,spain,Performance con tracción a las cuatro ruedas,61.620 €,0,514.0,250.0,"3,7"
126,Nuevo,Model Y,2024,BLUE,spain,Model Y Tracción trasera,45.560 €,0,455.0,217.0,"6,9"
127,Nuevo,Model Y,2024,BLUE,spain,Model Y Tracción trasera,45.890 €,Cuentakilómetros con 5127 km,430.0,217.0,"6,9"
128,Nuevo,Model Y,2024,BLUE,spain,Model Y Tracción trasera,47.660 €,0,430.0,217.0,"6,9"
129,Nuevo,Model Y,2024,BLUE,spain,Model Y Gran autonomía con tracción trasera,48.060 €,0,600.0,217.0,"5,9"
130,Nuevo,Model Y,2024,BLUE,spain,Model Y Gran autonomía con tracción trasera,49.410 €,0,600.0,217.0,"5,9"
131,Nuevo,Model Y,2024,BLUE,spain,Gran autonomía con tracción integral,50.880 €,Cuentakilómetros con 2501 km,533.0,217.0,5
132,Nuevo,Model Y,2024,BLUE,spain,Gran autonomía con tracción integral,51.360 €,Cuentakilómetros con 2857 km,533.0,217.0,5
133,Nuevo,Model Y,2024,BLUE,spain,Performance con tracción a las cuatro ruedas,56.740 €,Cuentakilómetros con 612 km,514.0,250.0,"3,7"
134,Nuevo,Model Y,2024,BLUE,spain,Performance con tracción a las cuatro ruedas,58.970 €,0,514.0,250.0,"3,7"
135,Nuevo,Model Y,2024,BLUE,spain,Performance con tracción a las cuatro ruedas,60.270 €,0,514.0,250.0,"3,7"
136,Nuevo,Model Y,2024,SILVER,spain,Model Y Tracción trasera,43.780 €,Cuentakilómetros con 2582 km,455.0,217.0,"6,9"
137,Nuevo,Model Y,2024,SILVER,spain,Model Y Gran autonomía con tracción trasera,45.360 €,Cuentakilómetros con 17.306 km,565.0,217.0,"5,9"
138,Nuevo,Model Y,2024,SILVER,spain,Model Y Tracción trasera,46.860 €,0,455.0,217.0,"6,9"
139,Nuevo,Model Y,2024,SILVER,spain,Model Y Gran autonomía con tracción trasera,48.930 €,Cuentakilómetros con 3295 km,565.0,217.0,"5,9"
140,Nuevo,Model Y,2024,SILVER,spain,Model Y Gran autonomía con tracción trasera,49.360 €,0,600.0,217.0,"5,9"
141,Nuevo,Model Y,2024,SILVER,spain,Model Y Gran autonomía con tracción trasera,49.800 €,Cuentakilómetros con 4053 km,565.0,217.0,"5,9"
142,Nuevo,Model Y,2024,SILVER,spain,Model Y Gran autonomía con tracción trasera,50.410 €,0,600.0,217.0,"5,9"
143,Nuevo,Model Y,2024,SILVER,spain,Model Y Gran autonomía con tracción trasera,50.980 €,Cuentakilómetros con 5 km,565.0,217.0,"5,9"
144,Nuevo,Model Y,2024,SILVER,spain,Model Y Gran autonomía con tracción trasera,51.820 €,Cuentakilómetros con 689 km,565.0,217.0,"5,9"
145,Nuevo,Model Y,2024,SILVER,spain,Performance con tracción a las cuatro ruedas,56.870 €,Cuentakilómetros con 23 km,514.0,250.0,"3,7"
146,Nuevo,Model Y,2024,SILVER,spain,Performance con tracción a las cuatro ruedas,56.870 €,Cuentakilómetros con 95 km,514.0,250.0,"3,7"
147,Nuevo,Model Y,2024,SILVER,spain,Performance con tracción a las cuatro ruedas,59.360 €,Cuentakilómetros con 54 km,514.0,250.0,"3,7"
148,Nuevo,Model Y,2024,SILVER,spain,Gran autonomía con tracción integral,59.370 €,0,533.0,217.0,5
149,Nuevo,Model Y,2024,SILVER,spain,Gran autonomía con tracción integral,59.960 €,Cuentakilómetros con 831 km,533.0,217.0,5
150,Nuevo,Model Y,2024,CHERRY,spain,Model Y Tracción trasera,45.040 €,Cuentakilómetros con 31 km,455.0,217.0,"6,9"
151,Nuevo,Model Y,2024,CHERRY,spain,Model Y Gran autonomía con tracción trasera,46.680 €,Cuentakilómetros con 4371 km,600.0,217.0,"5,9"
152,Nuevo,Model Y,2024,CHERRY,spain,Model Y Tracción trasera,46.720 €,Cuentakilómetros con 1011 km,455.0,217.0,"6,9"
153,Nuevo,Model Y,2024,CHERRY,spain,Model Y Gran autonomía con tracción trasera,46.940 €,Cuentakilómetros con 3522 km,600.0,217.0,"5,9"
154,Nuevo,Model Y,2024,CHERRY,spain,Model Y Gran autonomía con tracción trasera,49.360 €,0,600.0,217.0,"5,9"
155,Nuevo,Model Y,2024,CHERRY,spain,Model Y Gran autonomía con tracción trasera,50.300 €,Cuentakilómetros con 4042 km,565.0,217.0,"5,9"
156,Nuevo,Model Y,2024,CHERRY,spain,Gran autonomía con tracción integral,51.260 €,Cuentakilómetros con 12.454 km,533.0,217.0,5
157,Nuevo,Model Y,2024,CHERRY,spain,Model Y Gran autonomía con tracción trasera,51.760 €,0,600.0,217.0,"5,9"
158,Nuevo,Model Y,2024,CHERRY,spain,Gran autonomía con tracción integral,52.850 €,Cuentakilómetros con 4260 km,533.0,217.0,5
159,Nuevo,Model Y,2024,CHERRY,spain,Performance con tracción a las cuatro ruedas,58.810 €,Cuentakilómetros con 179 km,514.0,250.0,"3,7"
160,Nuevo,Model Y,2024,CHERRY,spain,Performance con tracción a las cuatro ruedas,58.920 €,0,514.0,250.0,"3,7"
161,Nuevo,Model Y,2024,CHERRY,spain,Performance con tracción a las cuatro ruedas,61.570 €,0,514.0,250.0,"3,7"
162,Nuevo,Model Y,2024,CHERRY,spain,Performance con tracción a las cuatro ruedas,66.420 €,0,514.0,250.0,"3,7"
163,Ocasion,Model S,2023,WHITE,spain,"Model S, tracción a las cuatro ruedas",77.200 €,Cuentakilómetros con 13.184 km,634.0,250.0,"3,2"
164,Ocasion,Model S,2023,WHITE,spain,"Model S, tracción a las cuatro ruedas",81.800 €,Cuentakilómetros con 6301 km,634.0,250.0,"3,2"
165,Ocasion,Model S,2023,WHITE,spain,Plaid,85.700 €,Cuentakilómetros con 15.046 km,600.0,322.0,"2,1"
166,Ocasion,Model S,2018,BLACK,spain,75D,31.200 €,Cuentakilómetros con 115.551 km,490.0,225.0,"4,4"
167,Ocasion,Model S,2018,BLACK,spain,75D,33.200 €,Cuentakilómetros con 70.615 km,490.0,225.0,"4,4"
168,Ocasion,Model S,2018,BLACK,spain,75D,33.900 €,Cuentakilómetros con 68.302 km,490.0,225.0,"4,4"
169,Ocasion,Model S,2023,BLACK,spain,"Model S, tracción a las cuatro ruedas",78.800 €,Cuentakilómetros con 12.410 km,634.0,250.0,"3,2"
170,Ocasion,Model S,2023,BLACK,spain,"Model S, tracción a las cuatro ruedas",79.900 €,Cuentakilómetros con 8276 km,634.0,250.0,"3,2"
171,Ocasion,Model S,2018,SILVER,spain,75D,28.900 €,Cuentakilómetros con 117.456 km,490.0,225.0,"4,4"
172,Ocasion,Model S,2023,RED,spain,"Model S, tracción a las cuatro ruedas",83.600 €,Cuentakilómetros con 3269 km,634.0,250.0,"3,2"
173,Ocasion,Model 3,2023,WHITE,spain,Model 3 Tracción trasera,33.500 €,Cuentakilómetros con 39.315 km,491.0,225.0,"6,1"
174,Ocasion,Model 3,2024,WHITE,spain,Model 3 Tracción trasera,36.000 €,Cuentakilómetros con 1817 km,513.0,201.0,"6,1"
175,Ocasion,Model 3,2024,WHITE,spain,Model 3 Tracción trasera,37.000 €,Cuentakilómetros con 676 km,513.0,201.0,"6,1"
176,Ocasion,Model 3,2024,WHITE,spain,Model 3 Tracción trasera,37.000 €,Cuentakilómetros con 727 km,513.0,201.0,"6,1"
177,Ocasion,Model 3,2023,WHITE,spain,Performance con tracción a las cuatro ruedas,42.300 €,Cuentakilómetros con 29.447 km,547.0,261.0,"3,3"
178,Ocasion,Model 3,2019,BLACK,spain,Gran autonomía con tracción integral,28.900 €,Cuentakilómetros con 60.048 km,560.0,233.0,"4,6"
179,Ocasion,Model 3,2022,BLACK,spain,Model 3 Tracción trasera,31.600 €,Cuentakilómetros con 15.290 km,491.0,225.0,"6,1"
180,Ocasion,Model 3,2020,BLACK,spain,Gran autonomía con tracción integral,32.400 €,Cuentakilómetros con 73.607 km,560.0,233.0,"4,6"
181,Ocasion,Model 3,2021,BLACK,spain,Gran autonomía con tracción integral,33.000 €,Cuentakilómetros con 76.961 km,614.0,233.0,"4,4"
182,Ocasion,Model 3,2021,BLACK,spain,Gran autonomía con tracción integral,34.000 €,Cuentakilómetros con 42.191 km,580.0,233.0,"4,4"
183,Ocasion,Model 3,2022,BLUE,spain,Gran autonomía con tracción integral,39.500 €,Cuentakilómetros con 37.484 km,602.0,233.0,"4,4"
184,Ocasion,Model 3,2021,GREY,spain,Gran autonomía con tracción integral,33.000 €,Cuentakilómetros con 63.770 km,580.0,233.0,"4,4"
185,Ocasion,Model 3,2024,GREY,spain,Gran autonomía con tracción integral,45.000 €,Cuentakilómetros con 15.799 km,629.0,201.0,"4,4"
186,Ocasion,Model 3,2021,RED,spain,Gran autonomía con tracción integral,32.500 €,Cuentakilómetros con 79.681 km,580.0,233.0,"4,4"
187,Ocasion,Model 3,2021,RED,spain,Gran autonomía con tracción integral,33.500 €,Cuentakilómetros con 57.523 km,580.0,233.0,"4,4"
188,Ocasion,Model 3,2021,RED,spain,Gran autonomía con tracción integral,34.900 €,Cuentakilómetros con 26.091 km,580.0,233.0,"4,4"
189,Ocasion,Model 3,2022,RED,spain,Gran autonomía con tracción integral,37.100 €,Cuentakilómetros con 30.168 km,602.0,233.0,"4,4"
190,Ocasion,Model 3,2023,RED,spain,Performance con tracción a las cuatro ruedas,43.200 €,Cuentakilómetros con 18.395 km,547.0,261.0,"3,3"
191,Ocasion,Model X,2023,WHITE,spain,Plaid,84.000 €,Cuentakilómetros con 20.074 km,543.0,262.0,"2,6"
192,Ocasion,Model X,2023,WHITE,spain,Plaid,84.600 €,Cuentakilómetros con 15.048 km,543.0,262.0,"2,6"
193,Ocasion,Model X,2023,BLACK,spain,"Model X, tracción a las cuatro ruedas",82.500 €,Cuentakilómetros con 11.773 km,576.0,250.0,"3,9"
194,Ocasion,Model X,2018,BLUE,spain,100D Gran autonomía,47.900 €,Cuentakilómetros con 108.045 km,565.0,249.0,"4,9"
195,Ocasion,Model X,2023,GREY,spain,Plaid,85.500 €,Cuentakilómetros con 21.475 km,543.0,262.0,"2,6"
196,Ocasion,Model Y,2023,BLACK,spain,Performance con tracción a las cuatro ruedas,43.800 €,Cuentakilómetros con 48.582 km,514.0,250.0,"3,7"
197,Ocasion,Model Y,2024,SILVER,spain,Model Y Tracción trasera,40.500 €,Cuentakilómetros con 12.146 km,430.0,217.0,"6,9"
198,Nuevo,Model S,2024,WHITE,portugal,Model S com tração integral,95 015 €,7091 km no conta-quilómetros,634.0,250.0,"3,2"
