,sell_type,car_type,year,price,km
791,Nuevo,Model Y,2024,56175.0,0.0
792,Nuevo,Model Y,2024,56325.0,0.0
793,Nuevo,Model Y,2024,56565.0,0.0
794,Nuevo,Model Y,2024,58775.0,0.0
795,Nuevo,Model Y,2024,42175.0,0.0
796,Nuevo,Model Y,2024,42325.0,0.0
797,Nuevo,Model Y,2024,43175.0,0.0
798,Nuevo,Model Y,2024,43175.0,0.0
799,Nuevo,Model Y,2024,46895.0,3.0
800,Nuevo,Model Y,2024,47075.0,0.0
801,Nuevo,Model Y,2024,47895.0,13.0
802,Nuevo,Model Y,2024,49145.0,0.0
803,Nuevo,Model Y,2024,49415.0,3.0
804,Nuevo,Model Y,2024,51475.0,0.0
805,Nuevo,Model Y,2024,51625.0,0.0
806,Nuevo,Model Y,2024,51625.0,0.0
807,Nuevo,Model Y,2024,57475.0,0.0
808,Nuevo,Model Y,2024,60075.0,0.0
809,Nuevo,Model Y,2024,41465.0,733.0
810,Nuevo,Model Y,2024,42275.0,0.0
811,Nuevo,Model Y,2024,43475.0,0.0
812,Nuevo,Model Y,2024,43625.0,0.0
813,Nuevo,Model Y,2024,44475.0,0.0
814,Nuevo,Model Y,2024,51575.0,0.0
815,Nuevo,Model Y,2024,52775.0,0.0
816,Nuevo,Model Y,2024,52775.0,0.0
817,Nuevo,Model Y,2024,53775.0,0.0
818,Nuevo,Model Y,2024,56605.0,5.0
819,Nuevo,Model Y,2024,57575.0,0.0
820,Nuevo,Model Y,2024,57575.0,0.0
821,Nuevo,Model Y,2024,58775.0,0.0
822,Nuevo,Model Y,2024,58925.0,0.0
823,Nuevo,Model Y,2024,60125.0,0.0
824,Nuevo,Model Y,2024,42275.0,0.0
825,Nuevo,Model Y,2024,43475.0,0.0
826,Nuevo,Model Y,2024,43625.0,0.0
827,Nuevo,Model Y,2024,48295.0,0.0
828,Nuevo,Model Y,2024,51575.0,0.0
829,Nuevo,Model Y,2024,52775.0,0.0
830,Nuevo,Model Y,2024,52925.0,0.0
831,Nuevo,Model Y,2024,53055.0,1.0
832,Nuevo,Model Y,2024,53935.0,0.0
833,Nuevo,Model Y,2024,57575.0,0.0
834,Nuevo,Model Y,2024,57575.0,0.0
835,Nuevo,Model Y,2024,57735.0,0.0
836,Nuevo,Model Y,2024,58775.0,0.0
837,Nuevo,Model Y,2024,58925.0,0.0
838,Nuevo,Model Y,2024,58925.0,0.0
839,Ocasion,Model S,2020,46000.0,80.0
840,Ocasion,Model 3,2020,26300.0,87.0
841,Ocasion,Model 3,2020,28200.0,109.0
842,Ocasion,Model 3,2020,28900.0,39.0
843,Ocasion,Model 3,2020,29100.0,51.0
844,Ocasion,Model 3,2020,29300.0,92.0
845,Ocasion,Model 3,2020,29800.0,71.0
846,Ocasion,Model 3,2019,30500.0,52.0
847,Ocasion,Model 3,2020,30500.0,65.0
848,Ocasion,Model 3,2021,30500.0,109.0
849,Ocasion,Model 3,2021,30700.0,88.0
850,Ocasion,Model 3,2020,30700.0,44.0
851,Ocasion,Model 3,2020,30800.0,75.0
852,Ocasion,Model 3,2020,31200.0,67.0
853,Ocasion,Model 3,2020,31200.0,59.0
854,Ocasion,Model 3,2019,31300.0,48.0
855,Ocasion,Model 3,2020,31600.0,72.0
856,Ocasion,Model 3,2020,31700.0,58.0
857,Ocasion,Model 3,2020,31900.0,53.0
858,Ocasion,Model 3,2020,32200.0,58.0
859,Ocasion,Model 3,2020,32300.0,49.0
860,Ocasion,Model 3,2020,32500.0,47.0
861,Ocasion,Model 3,2020,32500.0,55.0
862,Ocasion,Model 3,2020,33000.0,60.0
863,Ocasion,Model 3,2021,33100.0,79.0
864,Ocasion,Model 3,2022,33100.0,101.0
865,Ocasion,Model 3,2021,34100.0,46.0
866,Ocasion,Model 3,2021,34900.0,50.0
867,Ocasion,Model 3,2021,35100.0,39.0
868,Ocasion,Model 3,2021,35200.0,37.0
869,Ocasion,Model 3,2021,35300.0,33.0
870,Ocasion,Model 3,2020,35400.0,48.0
871,Ocasion,Model 3,2023,35700.0,17.0
872,Ocasion,Model 3,2023,35700.0,10.0
873,Ocasion,Model 3,2020,36100.0,31.0
874,Ocasion,Model 3,2023,36400.0,16.0
875,Ocasion,Model 3,2023,36400.0,23.0
876,Ocasion,Model 3,2023,36500.0,10.0
877,Ocasion,Model 3,2023,36500.0,7.0
878,Ocasion,Model 3,2023,36700.0,15.0
879,Ocasion,Model 3,2022,37000.0,61.0
880,Ocasion,Model 3,2021,38000.0,46.0
881,Ocasion,Model 3,2021,38300.0,12.0
882,Ocasion,Model 3,2022,40400.0,29.0
883,Ocasion,Model 3,2019,27500.0,111.0
884,Ocasion,Model 3,2020,28800.0,90.0
885,Ocasion,Model 3,2019,30400.0,79.0
886,Ocasion,Model 3,2020,31000.0,58.0
887,Ocasion,Model 3,2020,34400.0,35.0
888,Ocasion,Model 3,2023,35500.0,19.0
889,Ocasion,Model 3,2023,35700.0,18.0
890,Ocasion,Model 3,2023,36200.0,9.0
891,Ocasion,Model 3,2024,41100.0,17.0
892,Ocasion,Model 3,2020,27800.0,54.0
893,Ocasion,Model 3,2020,29700.0,80.0
894,Ocasion,Model 3,2019,30300.0,55.0
895,Ocasion,Model 3,2020,31200.0,57.0
896,Ocasion,Model 3,2020,32800.0,46.0
897,Ocasion,Model 3,2020,33100.0,56.0
898,Ocasion,Model 3,2020,33900.0,73.0
899,Ocasion,Model 3,2020,26900.0,125.0
900,Ocasion,Model 3,2019,26900.0,63.0
901,Ocasion,Model 3,2019,27400.0,129.0
902,Ocasion,Model 3,2019,27400.0,132.0
903,Ocasion,Model 3,2020,27700.0,60.0
904,Ocasion,Model 3,2019,27800.0,127.0
905,Ocasion,Model 3,2020,27900.0,119.0
906,Ocasion,Model 3,2019,28300.0,97.0
907,Ocasion,Model 3,2021,29000.0,119.0
908,Ocasion,Model 3,2020,29900.0,98.0
909,Ocasion,Model 3,2019,30000.0,79.0
910,Ocasion,Model 3,2020,30000.0,37.0
911,Ocasion,Model 3,2020,30600.0,88.0
912,Ocasion,Model 3,2020,30900.0,38.0
913,Ocasion,Model 3,2020,31100.0,61.0
914,Ocasion,Model 3,2019,31300.0,58.0
915,Ocasion,Model 3,2020,32200.0,64.0
916,Ocasion,Model 3,2021,33800.0,47.0
917,Ocasion,Model 3,2021,36300.0,36.0
918,Ocasion,Model 3,2021,31400.0,79.0
919,Ocasion,Model 3,2020,32900.0,40.0
920,Ocasion,Model 3,2021,34200.0,59.0
921,Ocasion,Model 3,2022,38200.0,25.0
922,Ocasion,Model X,2020,49000.0,122.0
923,Ocasion,Model X,2020,52500.0,92.0
924,Ocasion,Model X,2019,53300.0,116.0
925,Ocasion,Model X,2021,61900.0,31.0
926,Ocasion,Model X,2019,47000.0,110.0
927,Ocasion,Model X,2019,48900.0,86.0
928,Ocasion,Model X,2020,62600.0,54.0
929,Ocasion,Model Y,2023,36500.0,41.0
930,Ocasion,Model Y,2022,45000.0,70.0
931,Ocasion,Model Y,2023,47900.0,19.0
932,Ocasion,Model Y,2022,44000.0,92.0
933,Ocasion,Model Y,2023,44700.0,82.0
934,Ocasion,Model Y,2022,44800.0,17.0
935,Ocasion,Model Y,2022,46500.0,50.0
936,Ocasion,Model Y,2022,43000.0,48.0
937,Ocasion,Model Y,2023,47000.0,48.0
938,Ocasion,Model Y,2024,55700.0,9.0
939,segunda_mano,Model 3,2020,27490.0,127.0
940,segunda_mano,Model Y,2023,39900.0,46.0
941,segunda_mano,Model 3,2021,31990.0,110.0
942,segunda_mano,Model 3,2020,26900.0,95.0
943,segunda_mano,Model Y,2023,41900.0,12.0
944,segunda_mano,Model X,2018,43700.0,98.0
945,segunda_mano,Model 3,2020,32890.0,65.0
946,segunda_mano,Model 3,2021,32975.0,69.0
947,segunda_mano,Model 3,2019,30490.0,71.0
948,segunda_mano,Model 3,2020,32890.0,65.0
949,segunda_mano,Model 3,2021,32490.0,60.0
950,segunda_mano,Model 3,2020,30900.0,64.0
951,segunda_mano,Model X,2020,41990.0,180.0
952,segunda_mano,Model 3,2021,28900.0,115.0
953,segunda_mano,Model X,2021,49900.0,79.0
954,segunda_mano,Model 3,2019,19990.0,139.0
955,segunda_mano,Model 3,2021,29890.0,68.0
956,segunda_mano,Model 3,2023,33000.0,23.0
957,segunda_mano,Model X,2020,49900.0,38.0
958,segunda_mano,Model X,2019,50000.0,120.0
959,segunda_mano,Model 3,2024,41500.0,2490.0
960,segunda_mano,Model 3,2019,24490.0,160.0
961,segunda_mano,Model 3,2019,25990.0,147.0
962,segunda_mano,Model 3,2022,28700.0,90.0
963,segunda_mano,Model 3,2019,21199.0,143.0
964,segunda_mano,Model 3,2021,27800.0,98.0
965,segunda_mano,Model X,2017,31900.0,200.0
966,segunda_mano,Model 3,2019,28990.0,127.0
967,segunda_mano,Model S,2019,29900.0,138.0
968,segunda_mano,Model 3,2024,49900.0,11.0
969,segunda_mano,Model 3,2021,30900.0,135.0
970,segunda_mano,Model S,2019,46500.0,37.0
971,segunda_mano,Model 3,2022,29990.0,60.0
972,segunda_mano,Model S,2020,40500.0,97.0
973,segunda_mano,Model 3,2019,29990.0,58.0
974,segunda_mano,Model 3,2019,23990.0,190.0
975,segunda_mano,Model Y,2022,31400.0,72.0
976,segunda_mano,Model 3,2023,36400.0,37.0
977,segunda_mano,Model 3,2019,22900.0,133.0
978,segunda_mano,Model 3,2019,26490.0,81.0
979,segunda_mano,Model Y,2022,35250.0,36.0
980,segunda_mano,Model 3,2021,33990.0,40.0
981,segunda_mano,Model S,2018,34610.0,96.0
982,segunda_mano,Model 3,2022,33850.0,48.0
983,segunda_mano,Model 3,2021,32980.0,44.0
984,segunda_mano,Model 3,2019,24990.0,164.0
985,segunda_mano,Model S,2017,24900.0,184.0
986,segunda_mano,Model S,2019,45900.0,49.0
987,segunda_mano,Model 3,2019,26490.0,81.0
988,segunda_mano,Model S,2018,24750.0,110.0
989,segunda_mano,Model 3,2020,21500.0,129.0
990,segunda_mano,Model 3,2020,22995.0,125.0
991,segunda_mano,Model 3,2020,30000.0,68.0
992,segunda_mano,Model 3,2023,33000.0,79.0
993,segunda_mano,Model 3,2019,28990.0,39.0
994,segunda_mano,Model Y,2022,41900.0,51.0
995,segunda_mano,Model S,2019,42890.0,89.0
996,segunda_mano,Model 3,2021,29990.0,116.0
997,segunda_mano,Model X,2020,54900.0,93.0
998,segunda_mano,Model S,2020,65000.0,84.0
999,segunda_mano,Model 3,2019,20000.0,120.0
1000,segunda_mano,Model 3,2021,37490.0,58.0
1001,segunda_mano,Model 3,2021,29999.0,70.0
1002,segunda_mano,Model X,2018,42900.0,165.0
1003,segunda_mano,Model X,2017,37500.0,130.0
1004,segunda_mano,Model 3,2021,39900.0,160.0
1005,segunda_mano,Model 3,2022,27950.0,54.0
1006,segunda_mano,Model 3,2020,27400.0,61.0
1007,segunda_mano,Model X,2018,57995.0,119.0
1008,segunda_mano,Model 3,2022,33850.0,48.0
1009,segunda_mano,Model 3,2019,22999.0,114.0
1010,segunda_mano,Model 3,2020,26990.0,97.0
1011,segunda_mano,Model 3,2020,37890.0,74.0
1012,segunda_mano,Model Y,2024,46990.0,7925.0
1013,segunda_mano,Model S,2014,22990.0,148.0
1014,segunda_mano,Model 3,2021,31990.0,123.0
1015,segunda_mano,Model 3,2023,29560.0,61.0
1016,segunda_mano,Model S,2020,56990.0,66.0
1017,segunda_mano,Model S,2018,30995.0,61.0
1018,segunda_mano,Model 3,2019,24900.0,128.0
1019,segunda_mano,Model 3,2020,28500.0,67.0
1020,segunda_mano,Model 3,2022,33998.0,57.0
1021,segunda_mano,Model 3,2021,33999.0,8000.0
1022,segunda_mano,Model S,2020,33900.0,142.0
1023,segunda_mano,Model 3,2019,29990.0,64.0
1024,segunda_mano,Model Y,2022,34990.0,28.0
1025,segunda_mano,Model S,2017,45000.0,49.0
1026,segunda_mano,Model 3,2021,31890.0,98.0
1027,segunda_mano,Model 3,2019,23000.0,92.0
1028,segunda_mano,Model 3,2019,24990.0,164.0
1029,segunda_mano,Model S,2020,49990.0,94.0
1030,segunda_mano,Model 3,2019,26900.0,80.0
1031,segunda_mano,Model S,2017,27500.0,211.0
1032,segunda_mano,Model 3,2021,30300.0,83.0
1033,segunda_mano,Model 3,2020,27490.0,27.0
1034,segunda_mano,Model 3,2021,34900.0,68.0
1035,segunda_mano,Model 3,2022,29990.0,60.0
1036,segunda_mano,Model 3,2023,32900.0,29.0
1037,segunda_mano,Model 3,2019,24000.0,137.0
1038,segunda_mano,Model Y,2024,47990.0,7000.0
1039,segunda_mano,Model 3,2019,32490.0,23.0
1040,segunda_mano,Model 3,2021,27850.0,54.0
1041,segunda_mano,Model S,2020,55900.0,76.0
1042,segunda_mano,Model X,2019,42999.0,110.0
1043,segunda_mano,Model S,2020,50950.0,59.0
1044,segunda_mano,Model 3,2019,20900.0,106.0
1045,segunda_mano,Model 3,2019,27990.0,53.0
1046,segunda_mano,Model 3,2021,28475.0,72.0
1047,segunda_mano,Model 3,2020,27990.0,45.0
1048,segunda_mano,Model 3,2019,29990.0,165.0
1049,segunda_mano,Model Y,2022,44490.0,42.0
1050,segunda_mano,Model Y,2022,39500.0,65.0
1051,segunda_mano,Model S,2017,27995.0,114.0
1052,segunda_mano,Model 3,2021,26900.0,88.0
1053,segunda_mano,Model 3,2020,27490.0,27.0
1054,segunda_mano,Model S,2017,23000.0,207.0
1055,segunda_mano,Model S,2017,19900.0,195.0
1056,segunda_mano,Model S,2016,24990.0,155.0
1057,segunda_mano,Model X,2017,41000.0,35.0
1058,segunda_mano,Model X,2018,56890.0,43.0
1059,segunda_mano,Model S,2017,45990.0,49.0
1060,segunda_mano,Model 3,2022,27499.0,107.0
1061,segunda_mano,Model S,2020,48990.0,38.0
1062,segunda_mano,Model 3,2022,31820.0,30.0
1063,segunda_mano,Model 3,2022,41500.0,29.0
1064,segunda_mano,Model S,2018,32390.0,76.0
1065,segunda_mano,Model 3,2021,35500.0,65.0
1066,segunda_mano,Model 3,2019,28900.0,90.0
1067,segunda_mano,Model X,2018,46000.0,65.0
1068,segunda_mano,Model 3,2021,31890.0,98.0
1069,segunda_mano,Model X,2019,34990.0,119.0
1070,segunda_mano,Model S,2017,37000.0,61.0
1071,segunda_mano,Model 3,2021,32980.0,63.0
1072,segunda_mano,Model S,2020,34500.0,55.0
1073,segunda_mano,Model 3,2023,42000.0,31.0
1074,segunda_mano,Model Y,2024,36500.0,10.0
1075,segunda_mano,Model X,2020,58590.0,34.0
1076,segunda_mano,Model S,2017,25999.0,260.0
1077,segunda_mano,Model 3,2019,29990.0,90.0
1078,segunda_mano,Model S,2018,44900.0,107.0
1079,segunda_mano,Model 3,2020,24850.0,128.0
1080,segunda_mano,Model 3,2022,31820.0,30.0
1081,segunda_mano,Model X,2019,47500.0,117.0
1082,segunda_mano,Model S,2018,40000.0,103.0
1083,segunda_mano,Model 3,2019,23990.0,190.0
1084,segunda_mano,Model 3,2022,31500.0,49.0
1085,segunda_mano,Model 3,2019,21999.0,104.0
1086,segunda_mano,Model X,2021,54900.0,58.0
1087,segunda_mano,Model 3,2020,31800.0,124.0
1088,segunda_mano,Model S,2018,22990.0,190.0
1089,segunda_mano,Model S,2015,29900.0,180.0
1090,segunda_mano,Model X,2017,37900.0,74.0
1091,segunda_mano,Model Y,2022,34900.0,69.0
1092,segunda_mano,Model S,2017,34500.0,85.0
1093,segunda_mano,Model 3,2021,34990.0,62.0
1094,segunda_mano,Model Y,2023,33500.0,35.0
1095,segunda_mano,Model 3,2020,28000.0,72.0
1096,segunda_mano,Model Y,2023,45000.0,36.0
1097,segunda_mano,Model 3,2024,44900.0,16.0
1098,segunda_mano,Model X,2018,39990.0,112.0
1099,segunda_mano,Model 3,2019,24500.0,98.0
1100,segunda_mano,Model 3,2022,32000.0,80.0
1101,segunda_mano,Model 3,2020,17900.0,201.0
1102,segunda_mano,Model S,2017,23000.0,180.0
1103,segunda_mano,Model X,2023,85000.0,26.0
1104,segunda_mano,Model S,2015,25990.0,98.0
1105,segunda_mano,Model 3,2021,29900.0,100.0
1106,segunda_mano,Model 3,2022,35500.0,44.0
1107,segunda_mano,Model Y,2023,38900.0,69.0
1108,segunda_mano,Model 3,2019,23900.0,155.0
1109,segunda_mano,Model 3,2019,23900.0,95.0
1110,segunda_mano,Model 3,2020,32000.0,88.0
1111,segunda_mano,Model 3,2021,32450.0,33.0
1112,segunda_mano,Model 3,2020,27990.0,78.0
1113,segunda_mano,Model 3,2019,24900.0,88.0
1114,segunda_mano,Model 3,2022,27850.0,65.0
1115,segunda_mano,Model 3,2020,25900.0,129.0
1116,segunda_mano,Model 3,2024,48900.0,1.0
1117,segunda_mano,Model S,2018,35500.0,148.0
1118,segunda_mano,Model Y,2022,34997.0,27.0
1119,segunda_mano,Model 3,2021,28970.0,87.0
1120,segunda_mano,Model 3,2021,31890.0,98.0
1121,segunda_mano,Model 3,2021,32990.0,32.0
1122,segunda_mano,Model 3,2019,34500.0,109.0
1123,segunda_mano,Model Y,2022,35250.0,36.0
1124,segunda_mano,Model S,2019,42890.0,89.0
1125,segunda_mano,Model 3,2021,29000.0,113.0
1126,segunda_mano,Model 3,2021,39900.0,59.0
1127,segunda_mano,Model 3,2023,39990.0,14.0
1128,segunda_mano,Model X,2017,34995.0,188.0
1129,segunda_mano,Model 3,2023,37990.0,12.0
1130,segunda_mano,Model Y,2023,35250.0,29.0
1131,segunda_mano,Model 3,2019,27700.0,84.0
1132,segunda_mano,Model S,2020,42000.0,58.0
1133,segunda_mano,Model X,2018,34890.0,55.0
1134,segunda_mano,Model S,2020,55900.0,52.0
1135,segunda_mano,Model S,2017,18500.0,380.0
1136,segunda_mano,Model Y,2024,40990.0,11.0
1137,segunda_mano,Model 3,2020,26850.0,77.0
1138,segunda_mano,Model 3,2019,26000.0,148.0
1139,segunda_mano,Model 3,2021,31500.0,49.0
1140,segunda_mano,Model Y,2022,43000.0,60.0
1141,segunda_mano,Model S,2017,27990.0,215.0
1142,segunda_mano,Model 3,2023,37890.0,55.0
1143,segunda_mano,Model S,2018,49990.0,81.0
1144,segunda_mano,Model 3,2020,28890.0,90.0
1145,segunda_mano,Model 3,2022,37900.0,55.0
1146,segunda_mano,Model X,2019,51000.0,80.0
1147,segunda_mano,Model S,2019,22800.0,189.0
1148,segunda_mano,Model 3,2021,33990.0,42.0
1149,segunda_mano,Model 3,2021,34500.0,44.0
1150,segunda_mano,Model 3,2019,25490.0,87.0
1151,segunda_mano,Model 3,2019,28990.0,172.0
1152,segunda_mano,Model 3,2021,24700.0,41.0
1153,segunda_mano,Model 3,2020,33000.0,79.0
1154,segunda_mano,Model 3,2020,32999.0,72.0
1155,segunda_mano,Model 3,2021,32900.0,32.0
1156,segunda_mano,Model 3,2022,29900.0,45.0
1157,segunda_mano,Model 3,2022,37990.0,25.0
1158,segunda_mano,Model 3,2020,29900.0,116.0
1159,segunda_mano,Model 3,2022,32750.0,35.0
1160,segunda_mano,Model 3,2019,26490.0,81.0
1161,segunda_mano,Model S,2018,42995.0,69.0
1162,segunda_mano,Model X,2018,35600.0,72.0
1163,segunda_mano,Model 3,2021,28300.0,149.0
1164,segunda_mano,Model 3,2019,26900.0,127.0
1165,segunda_mano,Model 3,2020,29850.0,26.0
1166,segunda_mano,Model S,2019,38900.0,39.0
1167,segunda_mano,Model X,2017,33500.0,207.0
1168,segunda_mano,Model X,2019,54990.0,85.0
1169,segunda_mano,Model X,2018,41990.0,89.0
1170,segunda_mano,Model 3,2021,34990.0,65.0
1171,segunda_mano,Model S,2018,44990.0,98.0
1172,segunda_mano,Model 3,2019,25900.0,123.0
1173,segunda_mano,Model 3,2024,45000.0,3000.0
1174,segunda_mano,Model 3,2021,35800.0,34.0
1175,segunda_mano,Model 3,2020,23950.0,155.0
1176,segunda_mano,Model 3,2021,23500.0,112.0
1177,segunda_mano,Model 3,2024,41500.0,2490.0
1178,segunda_mano,Model S,2018,39900.0,94.0
1179,segunda_mano,Model Y,2022,38900.0,42.0
1180,segunda_mano,Model 3,2024,36500.0,8150.0
1181,segunda_mano,Model 3,2020,24000.0,150.0
1182,segunda_mano,Model 3,2019,25940.0,124.0
1183,segunda_mano,Model Y,2023,14900.0,3200.0
1184,segunda_mano,Model S,2019,47900.0,60.0
1185,segunda_mano,Model 3,2022,29800.0,40.0
1186,segunda_mano,Model X,2018,49995.0,88.0
1187,segunda_mano,Model 3,2020,21950.0,218.0
1188,segunda_mano,Model 3,2020,24850.0,128.0
1189,segunda_mano,Model 3,2021,33890.0,54.0
1190,segunda_mano,Model S,2017,59900.0,56.0
1191,segunda_mano,Model 3,2020,23500.0,196.0
1192,segunda_mano,Model 3,2019,29990.0,78.0
1193,segunda_mano,Model X,2017,49900.0,133.0
1194,segunda_mano,Model Y,2021,32650.0,96.0
1195,segunda_mano,Model 3,2019,22999.0,162.0
1196,segunda_mano,Model X,2017,33990.0,99.0
1197,segunda_mano,Model 3,2019,27900.0,125.0
1198,segunda_mano,Model S,2019,46500.0,37.0
1199,segunda_mano,Model 3,2024,34000.0,8000.0
1200,segunda_mano,Model 3,2019,20990.0,189.0
1201,segunda_mano,Model 3,2021,31900.0,69.0
1202,segunda_mano,Model 3,2019,24990.0,116.0
1203,segunda_mano,Model 3,2022,31900.0,65.0
1204,segunda_mano,Model S,2017,31500.0,182.0
1205,segunda_mano,Model S,2018,32500.0,114.0
1206,segunda_mano,Model 3,2019,25500.0,114.0
1207,segunda_mano,Model X,2018,36000.0,47.0
1208,segunda_mano,Model 3,2019,27000.0,127.0
1209,segunda_mano,Model 3,2020,32890.0,65.0
1210,segunda_mano,Model X,2017,35000.0,82.0
1211,segunda_mano,Model 3,2021,29000.0,100.0
1212,segunda_mano,Model 3,2022,30500.0,54.0
1213,segunda_mano,Model Y,2024,50900.0,5000.0
1214,segunda_mano,Model 3,2023,40990.0,29.0
1215,segunda_mano,Model 3,2020,23950.0,143.0
1216,segunda_mano,Model 3,2019,27500.0,39.0
1217,segunda_mano,Model 3,2022,27850.0,65.0
1218,segunda_mano,Model 3,2020,25990.0,86.0
1219,segunda_mano,Model 3,2022,28995.0,56.0
1220,segunda_mano,Model 3,2021,26900.0,150.0
1221,segunda_mano,Model 3,2020,32500.0,14.0
1222,segunda_mano,Model X,2018,41790.0,97.0
1223,segunda_mano,Model X,2023,84900.0,10.0
1224,segunda_mano,Model S,2016,32490.0,68.0
1225,segunda_mano,Model X,2018,38995.0,30.0
1226,segunda_mano,Model 3,2021,34500.0,44.0
1227,segunda_mano,Model 3,2020,31800.0,124.0
1228,segunda_mano,Model 3,2019,25990.0,153.0
1229,segunda_mano,Model X,2017,44900.0,129.0
1230,segunda_mano,Model 3,2020,25450.0,113.0
1231,segunda_mano,Model Y,2022,46000.0,33.0
1232,segunda_mano,Model 3,2021,35500.0,63.0
1233,segunda_mano,Model X,2019,57900.0,54.0
1234,segunda_mano,Model 3,2021,32990.0,74.0
1235,segunda_mano,Model Y,2022,41900.0,38.0
1236,segunda_mano,Model S,2014,21990.0,233.0
1237,segunda_mano,Model 3,2019,20000.0,200.0
1238,segunda_mano,Model 3,2021,27650.0,19.0
1239,segunda_mano,Model Y,2022,59900.0,10.0
1240,segunda_mano,Model 3,2019,33490.0,23.0
1241,segunda_mano,Model 3,2023,37890.0,55.0
1242,segunda_mano,Model 3,2022,30990.0,39.0
1243,segunda_mano,Model 3,2020,26850.0,77.0
1244,segunda_mano,Model 3,2020,28490.0,47.0
1245,segunda_mano,Model 3,2021,35500.0,46.0
1246,segunda_mano,Model 3,2023,34500.0,16.0
1247,segunda_mano,Model 3,2019,23990.0,190.0
1248,segunda_mano,Model Y,2023,42900.0,45.0
1249,segunda_mano,Model X,2017,44990.0,139.0
1250,segunda_mano,Model X,2019,58498.0,68.0
1251,segunda_mano,Model 3,2020,23999.0,99.0
1252,segunda_mano,Model S,2019,32990.0,162.0
1253,segunda_mano,Model 3,2021,35900.0,55.0
1254,segunda_mano,Model 3,2024,41500.0,2490.0
1255,segunda_mano,Model S,2017,25000.0,258.0
1256,segunda_mano,Model 3,2022,27950.0,53.0
1257,segunda_mano,Model Y,2024,46990.0,7925.0
1258,segunda_mano,Model Y,2023,36600.0,19.0
1259,segunda_mano,Model S,2024,49900.0,122.0
1260,segunda_mano,Model X,2017,34990.0,114.0
1261,segunda_mano,Model S,2018,26900.0,149.0
1262,segunda_mano,Model S,2017,33900.0,188.0
1263,segunda_mano,Model Y,2024,40990.0,11.0
1264,segunda_mano,Model S,2019,38890.0,89.0
1265,segunda_mano,Model Y,2024,36500.0,10.0
1266,segunda_mano,Model 3,2022,33500.0,31.0
1267,segunda_mano,Model 3,2020,25750.0,125.0
1268,segunda_mano,Model S,2016,32490.0,68.0
1269,segunda_mano,Model 3,2023,37990.0,12.0
1270,segunda_mano,Model 3,2023,39999.0,9500.0
1271,segunda_mano,Model 3,2024,41500.0,2490.0
1272,segunda_mano,Model S,2017,26995.0,70.0
1273,segunda_mano,Model 3,2019,25975.0,115.0
1274,segunda_mano,Model 3,2022,28995.0,56.0
1275,segunda_mano,Model S,2019,33490.0,50.0
1276,segunda_mano,Model X,2019,38000.0,175.0
1277,segunda_mano,Model 3,2022,29000.0,137.0
1278,segunda_mano,Model Y,2023,39000.0,25.0
1279,segunda_mano,Model 3,2022,31900.0,65.0
1280,segunda_mano,Model 3,2022,36500.0,45.0
1281,segunda_mano,Model X,2018,56890.0,43.0
1282,segunda_mano,Model S,2019,39900.0,114.0
1283,segunda_mano,Model 3,2020,26490.0,49.0
1284,segunda_mano,Model X,2019,37500.0,79.0
1285,segunda_mano,Model X,2021,79990.0,18.0
1286,segunda_mano,Model S,2019,46500.0,37.0
1287,segunda_mano,Model 3,2020,36900.0,33.0
1288,segunda_mano,Model 3,2021,39900.0,65.0
1289,segunda_mano,Model 3,2020,29900.0,65.0
1290,segunda_mano,Model Y,2023,39990.0,38.0
1291,segunda_mano,Model Y,2024,33999.0,30.0
1292,segunda_mano,Model 3,2021,32450.0,33.0
1293,segunda_mano,Model 3,2019,22000.0,141.0
1294,segunda_mano,Model 3,2020,28999.0,70.0
1295,segunda_mano,Model 3,2021,29500.0,80.0
1296,segunda_mano,Model 3,2020,26990.0,138.0
1297,segunda_mano,Model S,2018,34610.0,96.0
1298,segunda_mano,Model Y,2024,47000.0,3500.0
1299,segunda_mano,Model 3,2020,27990.0,97.0
1300,segunda_mano,Model S,2018,29900.0,192.0
1301,segunda_mano,Model 3,2023,34100.0,18.0
1302,segunda_mano,Model 3,2021,32980.0,44.0
1303,segunda_mano,Model 3,2019,29900.0,61.0
1304,segunda_mano,Model 3,2019,24990.0,180.0
1305,segunda_mano,Model Y,2022,38900.0,47.0
1306,segunda_mano,Model 3,2023,32500.0,15.0
1307,segunda_mano,Model 3,2021,32490.0,36.0
1308,segunda_mano,Model X,2017,39990.0,50.0
1309,segunda_mano,Model 3,2019,29990.0,78.0
1310,segunda_mano,Model 3,2019,19990.0,139.0
1311,segunda_mano,Model 3,2022,30990.0,39.0
1312,segunda_mano,Model X,2017,47900.0,52.0
1313,segunda_mano,Model 3,2020,31800.0,124.0
1314,segunda_mano,Model S,2017,30500.0,117.0
1315,segunda_mano,Model 3,2024,49900.0,35.0
1316,segunda_mano,Model X,2018,35900.0,54.0
1317,segunda_mano,Model 3,2020,25000.0,110.0
1318,segunda_mano,Model 3,2020,32890.0,65.0
1319,segunda_mano,Model 3,2023,31500.0,23.0
1320,segunda_mano,Model Y,2024,36500.0,5500.0
1321,segunda_mano,Model 3,2019,24999.0,110.0
1322,segunda_mano,Model 3,2024,37990.0,421.0
1323,segunda_mano,Model S,2019,32900.0,120.0
1324,segunda_mano,Model 3,2021,34500.0,44.0
1325,segunda_mano,Model 3,2020,29850.0,26.0
