,sell_type,car_type,year,color,country,traction,price,km,range,max_vel,zero_hundred
66,Nuevo,Model 3,2025,RED,spain,Gran autonomía con tracción integral,52.360 €,0,629,201,"4,4"
67,Nuevo,Model 3,2025,RED,spain,Performance con tracción a las cuatro ruedas,57.940 €,Cuentakilómetros con 13 km,528,262,"3,1"
68,Nuevo,Model 3,2025,RED,spain,Performance con tracción a las cuatro ruedas,61.520 €,0,528,262,"3,1"
69,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",95.470 €,Cuentakilómetros con 3660 km,576,250,"3,9"
70,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",99.760 €,Cuentakilómetros con 5936 km,576,250,"3,9"
71,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",100.380 €,Cuentakilómetros con 1214 km,576,250,"3,9"
72,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",102.230 €,Cuentakilómetros con 1405 km,576,250,"3,9"
73,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",104.370 €,0,576,250,"3,9"
74,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",106.270 €,Cuentakilómetros con 3696 km,576,250,"3,9"
75,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",108.770 €,0,576,250,"3,9"
76,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",110.270 €,0,576,250,"3,9"
77,Nuevo,Model X,2025,WHITE,spain,Plaid,110.990 €,Cuentakilómetros con 69 km,543,262,"2,6"
78,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",113.570 €,0,576,250,"3,9"
79,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",114.670 €,0,576,250,"3,9"
80,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",115.670 €,0,576,250,"3,9"
81,Nuevo,Model X,2025,WHITE,spain,Plaid,115.970 €,0,543,262,"2,6"
82,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",118.070 €,0,576,250,"3,9"
83,Nuevo,Model X,2025,WHITE,spain,"Model X, tracción a las cuatro ruedas",118.070 €,Cuentakilómetros con 92 km,576,250,"3,9"
84,Nuevo,Model X,2025,WHITE,spain,Plaid,120.770 €,0,543,262,"2,6"
85,Nuevo,Model X,2025,WHITE,spain,Plaid,121.870 €,0,543,262,"2,6"
86,Nuevo,Model X,2025,BLACK,spain,"Model X, tracción a las cuatro ruedas",100.080 €,Cuentakilómetros con 4261 km,576,250,"3,9"
87,Nuevo,Model X,2025,BLACK,spain,"Model X, tracción a las cuatro ruedas",112.770 €,0,576,250,"3,9"
88,Nuevo,Model X,2025,BLACK,spain,"Model X, tracción a las cuatro ruedas",112.770 €,0,576,250,"3,9"
89,Nuevo,Model X,2025,BLACK,spain,"Model X, tracción a las cuatro ruedas",112.770 €,0,576,250,"3,9"
90,Nuevo,Model X,2025,BLACK,spain,"Model X, tracción a las cuatro ruedas",113.770 €,0,576,250,"3,9"
91,Nuevo,Model X,2025,BLACK,spain,"Model X, tracción a las cuatro ruedas",116.170 €,0,576,250,"3,9"
92,Nuevo,Model X,2025,BLACK,spain,"Model X, tracción a las cuatro ruedas",119.670 €,0,576,250,"3,9"
93,Nuevo,Model X,2025,BLACK,spain,Plaid,119.970 €,0,543,262,"2,6"
94,Nuevo,Model X,2025,BLACK,spain,Plaid,123.470 €,0,543,262,"2,6"
95,Nuevo,Model X,2025,BLUE,spain,"Model X, tracción a las cuatro ruedas",110.370 €,0,576,250,"3,9"
96,Nuevo,Model X,2025,BLUE,spain,"Model X, tracción a las cuatro ruedas",112.770 €,0,576,250,"3,9"
97,Nuevo,Model X,2025,BLUE,spain,Plaid,117.570 €,0,543,262,"2,6"
98,Nuevo,Model X,2025,BLUE,spain,Plaid,120.970 €,0,543,262,"2,6"
99,Nuevo,Model X,2025,GREY,spain,"Model X, tracción a las cuatro ruedas",104.320 €,Cuentakilómetros con 207 km,576,250,"3,9"
100,Nuevo,Model X,2025,GREY,spain,"Model X, tracción a las cuatro ruedas",111.370 €,0,576,250,"3,9"
101,Nuevo,Model X,2025,GREY,spain,Plaid,113.360 €,Cuentakilómetros con 32 km,543,262,"2,6"
102,Nuevo,Model X,2025,GREY,spain,"Model X, tracción a las cuatro ruedas",113.770 €,0,576,250,"3,9"
103,Nuevo,Model X,2025,GREY,spain,"Model X, tracción a las cuatro ruedas",118.070 €,0,576,250,"3,9"
104,Nuevo,Model X,2025,GREY,spain,Plaid,124.470 €,0,543,262,"2,6"
105,Nuevo,Model X,2025,SILVER,spain,"Model X, tracción a las cuatro ruedas",113.770 €,0,576,250,"3,9"
106,Nuevo,Model X,2025,SILVER,spain,"Model X, tracción a las cuatro ruedas",113.770 €,0,576,250,"3,9"
107,Nuevo,Model X,2025,SILVER,spain,Plaid,117.820 €,Cuentakilómetros con 21 km,543,262,"2,6"
108,Nuevo,Model X,2025,RED,spain,"Model X, tracción a las cuatro ruedas",111.370 €,0,576,250,"3,9"
109,Nuevo,Model X,2025,RED,spain,"Model X, tracción a las cuatro ruedas",114.770 €,0,576,250,"3,9"
110,Nuevo,Model X,2025,RED,spain,"Model X, tracción a las cuatro ruedas",117.270 €,0,576,250,"3,9"
111,Nuevo,Model X,2025,RED,spain,Plaid,118.570 €,0,543,262,"2,6"
112,Nuevo,Model X,2025,RED,spain,Plaid,118.570 €,0,543,262,"2,6"
113,Nuevo,Model X,2025,RED,spain,Plaid,118.920 €,Cuentakilómetros con 25 km,543,262,"2,6"
114,Nuevo,Model X,2025,RED,spain,"Model X, tracción a las cuatro ruedas",120.670 €,0,576,250,"3,9"
115,Nuevo,Model X,2025,RED,spain,Plaid,120.970 €,0,543,262,"2,6"
116,Nuevo,Model X,2025,RED,spain,Plaid,126.870 €,0,543,262,"2,6"
117,Nuevo,Model X,2025,RED,spain,Plaid,126.870 €,0,543,262,"2,6"
118,Nuevo,Model Y,2025,WHITE,spain,Model Y Tracción trasera,40.920 €,Cuentakilómetros con 6315 km,430,217,"6,9"
119,Nuevo,Model Y,2025,WHITE,spain,Model Y Gran autonomía con tracción trasera,41.760 €,Cuentakilómetros con 9771 km,565,217,"5,9"
120,Nuevo,Model Y,2025,WHITE,spain,Model Y Gran autonomía con tracción trasera,41.810 €,Cuentakilómetros con 9317 km,565,217,"5,9"
121,Nuevo,Model Y,2025,WHITE,spain,Model Y Tracción trasera,42.020 €,0,455,217,"6,9"
122,Nuevo,Model Y,2025,WHITE,spain,Model Y Tracción trasera,42.190 €,Cuentakilómetros con 1317 km,430,217,"6,9"
123,Nuevo,Model Y,2025,WHITE,spain,Model Y Tracción trasera,43.070 €,0,430,217,"6,9"
124,Nuevo,Model Y,2025,WHITE,spain,Model Y Gran autonomía con tracción trasera,43.970 €,Cuentakilómetros con 4642 km,565,217,"5,9"
125,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,44.670 €,Cuentakilómetros con 7104 km,533,217,5
126,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,45.610 €,Cuentakilómetros con 2038 km,533,217,5
127,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,46.000 €,Cuentakilómetros con 7 km,533,217,5
128,Nuevo,Model Y,2025,WHITE,spain,Model Y Gran autonomía con tracción trasera,46.260 €,Cuentakilómetros con 78 km,565,217,"5,9"
129,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,46.400 €,Cuentakilómetros con 401 km,533,217,5
130,Nuevo,Model Y,2025,WHITE,spain,Model Y Gran autonomía con tracción trasera,46.920 €,0,565,217,"5,9"
131,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,48.470 €,0,533,217,5
132,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,48.470 €,0,533,217,5
133,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,48.470 €,0,533,217,5
134,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,49.480 €,Cuentakilómetros con 26 km,533,217,5
135,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,49.520 €,0,533,217,5
136,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,49.820 €,0,533,217,5
137,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,50.410 €,Cuentakilómetros con 565 km,533,217,5
138,Nuevo,Model Y,2025,WHITE,spain,Performance con tracción a las cuatro ruedas,50.500 €,Cuentakilómetros con 2291 km,514,250,"3,7"
139,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,50.570 €,0,533,217,5
140,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,50.710 €,Cuentakilómetros con 9 km,533,217,5
141,Nuevo,Model Y,2025,WHITE,spain,Performance con tracción a las cuatro ruedas,50.990 €,Cuentakilómetros con 29 km,514,250,"3,7"
142,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,51.620 €,0,533,217,5
143,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,51.920 €,0,533,217,5
144,Nuevo,Model Y,2025,WHITE,spain,Performance con tracción a las cuatro ruedas,54.910 €,Cuentakilómetros con 7 km,514,250,"3,7"
145,Nuevo,Model Y,2025,WHITE,spain,Gran autonomía con tracción integral,55.580 €,0,533,217,5
146,Nuevo,Model Y,2025,WHITE,spain,Performance con tracción a las cuatro ruedas,55.680 €,0,514,250,"3,7"
147,Nuevo,Model Y,2025,BLACK,spain,Model Y Tracción trasera,38.680 €,Cuentakilómetros con 8864 km,455,217,"6,9"
148,Nuevo,Model Y,2025,BLACK,spain,Model Y Tracción trasera,39.210 €,Cuentakilómetros con 5995 km,455,217,"6,9"
149,Nuevo,Model Y,2025,BLACK,spain,Model Y Tracción trasera,41.140 €,Cuentakilómetros con 6449 km,430,217,"6,9"
150,Nuevo,Model Y,2025,BLACK,spain,Model Y Tracción trasera,42.130 €,Cuentakilómetros con 505 km,455,217,"6,9"
151,Nuevo,Model Y,2025,BLACK,spain,Model Y Tracción trasera,42.270 €,0,455,217,"6,9"
152,Nuevo,Model Y,2025,BLACK,spain,Gran autonomía con tracción integral,49.050 €,Cuentakilómetros con 1524 km,533,217,5
153,Nuevo,Model Y,2025,BLACK,spain,Gran autonomía con tracción integral,49.500 €,Cuentakilómetros con 15 km,533,217,5
154,Nuevo,Model Y,2025,BLACK,spain,Gran autonomía con tracción integral,49.770 €,0,533,217,5
155,Nuevo,Model Y,2025,BLACK,spain,Performance con tracción a las cuatro ruedas,56.980 €,0,514,250,"3,7"
156,Nuevo,Model Y,2025,BLACK,spain,Performance con tracción a las cuatro ruedas,58.210 €,Cuentakilómetros con 396 km,514,250,"3,7"
157,Nuevo,Model Y,2025,BLACK,spain,Performance con tracción a las cuatro ruedas,58.330 €,0,514,250,"3,7"
158,Nuevo,Model Y,2025,BLACK,spain,Performance con tracción a las cuatro ruedas,58.330 €,0,514,250,"3,7"
159,Nuevo,Model Y,2025,BLUE,spain,Model Y Tracción trasera,42.270 €,0,455,217,"6,9"
160,Nuevo,Model Y,2025,BLUE,spain,Model Y Tracción trasera,42.420 €,Cuentakilómetros con 5127 km,430,217,"6,9"
161,Nuevo,Model Y,2025,BLUE,spain,Model Y Tracción trasera,44.370 €,0,430,217,"6,9"
162,Nuevo,Model Y,2025,BLUE,spain,Model Y Gran autonomía con tracción trasera,46.120 €,0,600,217,"5,9"
163,Nuevo,Model Y,2025,BLUE,spain,Gran autonomía con tracción integral,47.520 €,Cuentakilómetros con 2502 km,533,217,5
164,Nuevo,Model Y,2025,BLUE,spain,Gran autonomía con tracción integral,47.930 €,Cuentakilómetros con 2856 km,533,217,5
165,Nuevo,Model Y,2025,BLUE,spain,Performance con tracción a las cuatro ruedas,52.090 €,Cuentakilómetros con 612 km,514,250,"3,7"
166,Nuevo,Model Y,2025,BLUE,spain,Performance con tracción a las cuatro ruedas,55.680 €,0,514,250,"3,7"
167,Nuevo,Model Y,2025,BLUE,spain,Performance con tracción a las cuatro ruedas,56.980 €,0,514,250,"3,7"
168,Nuevo,Model Y,2025,SILVER,spain,Model Y Gran autonomía con tracción trasera,41.840 €,Cuentakilómetros con 18.048 km,565,217,"5,9"
169,Nuevo,Model Y,2025,SILVER,spain,Model Y Gran autonomía con tracción trasera,45.450 €,Cuentakilómetros con 3301 km,565,217,"5,9"
170,Nuevo,Model Y,2025,SILVER,spain,Model Y Gran autonomía con tracción trasera,46.070 €,0,600,217,"5,9"
171,Nuevo,Model Y,2025,SILVER,spain,Model Y Gran autonomía con tracción trasera,48.330 €,Cuentakilómetros con 688 km,565,217,"5,9"
172,Nuevo,Model Y,2025,SILVER,spain,Gran autonomía con tracción integral,51.510 €,Cuentakilómetros con 831 km,533,217,5
173,Nuevo,Model Y,2025,SILVER,spain,Performance con tracción a las cuatro ruedas,52.220 €,Cuentakilómetros con 22 km,514,250,"3,7"
174,Nuevo,Model Y,2025,SILVER,spain,Performance con tracción a las cuatro ruedas,52.220 €,Cuentakilómetros con 95 km,514,250,"3,7"
175,Nuevo,Model Y,2025,SILVER,spain,Model Y Gran autonomía con tracción trasera,54.910 €,Cuentakilómetros con 586 km,600,217,"5,9"
176,Nuevo,Model Y,2025,SILVER,spain,Gran autonomía con tracción integral,55.730 €,0,533,217,5
177,Nuevo,Model Y,2025,SILVER,spain,Performance con tracción a las cuatro ruedas,55.910 €,Cuentakilómetros con 53 km,514,250,"3,7"
178,Nuevo,Model Y,2025,SILVER,spain,Gran autonomía con tracción integral,56.080 €,0,533,217,5
179,Nuevo,Model Y,2025,SILVER,spain,Performance con tracción a las cuatro ruedas,58.280 €,0,514,250,"3,7"
180,Nuevo,Model Y,2025,SILVER,spain,Gran autonomía con tracción integral,64.660 €,Cuentakilómetros con 1016 km,533,217,5
181,Nuevo,Model Y,2025,CHERRY,spain,Model Y Tracción trasera,41.630 €,Cuentakilómetros con 30 km,455,217,"6,9"
182,Nuevo,Model Y,2025,CHERRY,spain,Model Y Gran autonomía con tracción trasera,43.110 €,Cuentakilómetros con 4804 km,600,217,"5,9"
183,Nuevo,Model Y,2025,CHERRY,spain,Model Y Tracción trasera,43.310 €,Cuentakilómetros con 1011 km,455,217,"6,9"
184,Nuevo,Model Y,2025,CHERRY,spain,Gran autonomía con tracción integral,47.830 €,Cuentakilómetros con 12.454 km,533,217,5
185,Nuevo,Model Y,2025,CHERRY,spain,Model Y Gran autonomía con tracción trasera,48.470 €,0,600,217,"5,9"
186,Nuevo,Model Y,2025,CHERRY,spain,Gran autonomía con tracción integral,49.490 €,Cuentakilómetros con 4260 km,533,217,5
187,Nuevo,Model Y,2025,CHERRY,spain,Gran autonomía con tracción integral,52.120 €,0,533,217,5
188,Nuevo,Model Y,2025,CHERRY,spain,Performance con tracción a las cuatro ruedas,55.220 €,Cuentakilómetros con 179 km,514,250,"3,7"
189,Nuevo,Model Y,2025,CHERRY,spain,Performance con tracción a las cuatro ruedas,55.630 €,0,514,250,"3,7"
190,Nuevo,Model Y,2025,CHERRY,spain,Performance con tracción a las cuatro ruedas,56.010 €,Cuentakilómetros con 7 km,514,250,"3,7"
191,Nuevo,Model Y,2025,CHERRY,spain,Performance con tracción a las cuatro ruedas,58.280 €,0,514,250,"3,7"
192,Nuevo,Model Y,2025,CHERRY,spain,Performance con tracción a las cuatro ruedas,63.130 €,0,514,250,"3,7"
193,Ocasion,Model S,2023,WHITE,spain,"Model S, tracción a las cuatro ruedas",79.400 €,Cuentakilómetros con 6301 km,634,250,"3,2"
194,Ocasion,Model S,2023,WHITE,spain,Plaid,83.200 €,Cuentakilómetros con 15.046 km,600,322,"2,1"
195,Ocasion,Model S,2018,BLACK,spain,75D,29.600 €,Cuentakilómetros con 115.551 km,490,225,"4,4"
196,Ocasion,Model S,2018,BLACK,spain,75D,31.000 €,Cuentakilómetros con 68.304 km,490,225,"4,4"
197,Ocasion,Model S,2018,BLACK,spain,75D,31.000 €,Cuentakilómetros con 70.615 km,490,225,"4,4"
198,Ocasion,Model S,2023,BLACK,spain,"Model S, tracción a las cuatro ruedas",74.000 €,Cuentakilómetros con 15.318 km,634,250,"3,2"
199,Ocasion,Model S,2023,BLACK,spain,"Model S, tracción a las cuatro ruedas",76.500 €,Cuentakilómetros con 12.412 km,634,250,"3,2"
200,Ocasion,Model S,2023,BLACK,spain,"Model S, tracción a las cuatro ruedas",77.600 €,Cuentakilómetros con 8279 km,634,250,"3,2"
201,Ocasion,Model S,2018,SILVER,spain,75D,28.000 €,Cuentakilómetros con 117.457 km,490,225,"4,4"
202,Ocasion,Model S,2023,RED,spain,"Model S, tracción a las cuatro ruedas",81.100 €,Cuentakilómetros con 3269 km,634,250,"3,2"
203,Ocasion,Model 3,2023,WHITE,spain,Model 3 Tracción trasera,32.500 €,Cuentakilómetros con 39.315 km,491,225,"6,1"
204,Ocasion,Model 3,2024,WHITE,spain,Model 3 Tracción trasera,35.900 €,Cuentakilómetros con 676 km,513,201,"6,1"
205,Ocasion,Model 3,2024,WHITE,spain,Model 3 Tracción trasera,35.900 €,Cuentakilómetros con 728 km,513,201,"6,1"
206,Ocasion,Model 3,2021,WHITE,spain,Performance con tracción a las cuatro ruedas de gran autonomía,36.900 €,Cuentakilómetros con 36.756 km,567,261,"3,3"
207,Ocasion,Model 3,2023,WHITE,spain,Performance con tracción a las cuatro ruedas,39.000 €,Cuentakilómetros con 29.447 km,547,261,"3,3"
208,Ocasion,Model 3,2020,BLACK,spain,Gran autonomía con tracción integral,30.300 €,Cuentakilómetros con 73.609 km,560,233,"4,6"
209,Ocasion,Model 3,2022,BLACK,spain,Model 3 Tracción trasera,31.000 €,Cuentakilómetros con 15.291 km,491,225,"6,1"
210,Ocasion,Model 3,2021,BLACK,spain,Gran autonomía con tracción integral,32.000 €,Cuentakilómetros con 76.961 km,614,233,"4,4"
211,Ocasion,Model 3,2021,BLACK,spain,Gran autonomía con tracción integral,32.200 €,Cuentakilómetros con 75.242 km,614,233,"4,4"
212,Ocasion,Model 3,2021,BLACK,spain,Gran autonomía con tracción integral,33.000 €,Cuentakilómetros con 42.191 km,580,233,"4,4"
213,Ocasion,Model 3,2020,BLACK,spain,Performance con tracción a las cuatro ruedas de gran autonomía,38.400 €,Cuentakilómetros con 40.207 km,530,261,"3,4"
214,Ocasion,Model 3,2019,BLUE,spain,Gran autonomía con tracción integral,32.400 €,Cuentakilómetros con 30.932 km,560,233,"4,6"
215,Ocasion,Model 3,2019,BLUE,spain,Gran autonomía con tracción integral,32.700 €,Cuentakilómetros con 50.326 km,560,233,"4,6"
216,Ocasion,Model 3,2022,BLUE,spain,Gran autonomía con tracción integral,33.700 €,Cuentakilómetros con 37.498 km,602,233,"4,4"
217,Ocasion,Model 3,2022,BLUE,spain,Gran autonomía con tracción integral,34.900 €,Cuentakilómetros con 20.058 km,602,233,"4,4"
218,Ocasion,Model 3,2022,GREY,spain,Model 3 Tracción trasera,30.300 €,Cuentakilómetros con 37.725 km,491,225,"6,1"
219,Ocasion,Model 3,2021,GREY,spain,Gran autonomía con tracción integral,32.300 €,Cuentakilómetros con 63.771 km,580,233,"4,4"
220,Ocasion,Model 3,2021,RED,spain,Gran autonomía con tracción integral,31.500 €,Cuentakilómetros con 79.681 km,580,233,"4,4"
221,Ocasion,Model 3,2021,RED,spain,Gran autonomía con tracción integral,32.600 €,Cuentakilómetros con 57.523 km,580,233,"4,4"
