,sell_type,car_type,year,color,country,traction,price,km,range,max_vel,zero_hundred
222,Ocasion,Model 3,2021,RED,spain,Gran autonomía con tracción integral,33.800 €,Cuentakilómetros con 26.093 km,580,233,"4,4"
223,Ocasion,Model 3,2024,RED,spain,Model 3 Tracción trasera,34.100 €,Cuentakilómetros con 18.226 km,513,201,"6,1"
224,Ocasion,Model X,2023,WHITE,spain,Plaid,82.000 €,Cuentakilómetros con 20.077 km,543,262,"2,6"
225,Ocasion,Model X,2023,BLACK,spain,"Model X, tracción a las cuatro ruedas",78.100 €,Cuentakilómetros con 20.883 km,576,250,"3,9"
226,Ocasion,Model X,2023,BLACK,spain,"Model X, tracción a las cuatro ruedas",79.000 €,Cuentakilómetros con 11.774 km,576,250,"3,9"
227,Ocasion,Model Y,2025,WHITE,spain,Model Y Tracción trasera,43.000 €,Cuentakilómetros con 1148 km,455,217,"6,9"
228,Ocasion,Model Y,2025,WHITE,spain,Model Y Gran autonomía con tracción trasera,45.500 €,Cuentakilómetros con 1013 km,600,217,"5,9"
229,Ocasion,Model Y,2025,SILVER,spain,Model Y Tracción trasera,44.500 €,Cuentakilómetros con 874 km,455,217,"6,9"
230,Ocasion,Model Y,2024,SILVER,spain,Performance con tracción a las cuatro ruedas,55.500 €,Cuentakilómetros con 26 km,514,250,"3,7"
231,Nuevo,Model S,2025,WHITE,portugal,Model S com tração integral,94 675 €,8225 km no conta-quilómetros,634,250,"3,2"
232,Nuevo,Model S,2025,WHITE,portugal,Model S com tração integral,98 555 €,1453 km no conta-quilómetros,634,250,"3,2"
233,Nuevo,Model S,2025,BLACK,portugal,Model S com tração integral,103 525 €,0,634,250,"3,2"
234,Nuevo,Model S,2025,RED,portugal,Model S com tração integral,95 695 €,22 km no conta-quilómetros,634,250,"3,2"
235,Nuevo,Model S,2025,RED,portugal,Plaid,115 665 €,3576 km no conta-quilómetros,600,322,"2,1"
236,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, tração traseira",38 475 €,0,513,201,"6,1"
237,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, tração traseira",38 475 €,0,513,201,"6,1"
238,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, tração traseira",38 485 €,0,513,201,"6,1"
239,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, tração traseira",42 325 €,0,513,201,"6,1"
240,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, tração traseira",43 525 €,0,513,201,"6,1"
241,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, tração traseira",43 875 €,0,513,201,"6,1"
242,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, tração traseira",43 875 €,0,513,201,"6,1"
243,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, Long Range, tração traseira",45 975 €,0,702,201,"5,2"
244,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, Long Range, tração traseira",47 175 €,0,702,201,"5,2"
245,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, Long Range, tração traseira",47 325 €,0,702,201,"5,2"
246,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, Long Range, tração traseira",47 675 €,0,640,201,"5,2"
247,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, Long Range, tração traseira",48 525 €,0,702,201,"5,2"
248,Nuevo,Model 3,2025,WHITE,portugal,"Model 3, Long Range, tração traseira",49 025 €,0,640,201,"5,2"
249,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",49 975 €,0,629,201,"4,4"
250,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",49 975 €,0,629,201,"4,4"
251,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",51 175 €,0,629,201,"4,4"
252,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",51 325 €,0,629,201,"4,4"
253,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",51 325 €,0,629,201,"4,4"
254,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",51 675 €,0,629,201,"4,4"
255,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",51 675 €,0,629,201,"4,4"
256,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",52 525 €,0,629,201,"4,4"
257,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",52 525 €,0,629,201,"4,4"
258,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",52 875 €,0,629,201,"4,4"
259,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",53 025 €,0,629,201,"4,4"
260,Nuevo,Model 3,2025,WHITE,portugal,"Long Range, tração integral",53 025 €,0,629,201,"4,4"
261,Nuevo,Model 3,2025,WHITE,portugal,Performance tração integral,56 155 €,0,528,262,"3,1"
262,Nuevo,Model 3,2025,WHITE,portugal,Performance tração integral,58 475 €,0,528,262,"3,1"
263,Nuevo,Model 3,2025,WHITE,portugal,Performance tração integral,58 475 €,0,528,262,"3,1"
264,Nuevo,Model 3,2025,WHITE,portugal,Performance tração integral,59 675 €,0,528,262,"3,1"
265,Nuevo,Model 3,2025,WHITE,portugal,Performance tração integral,62 275 €,0,528,262,"3,1"
266,Nuevo,Model 3,2025,BLACK,portugal,"Model 3, tração traseira",38 485 €,0,513,201,"6,1"
267,Nuevo,Model 3,2025,BLACK,portugal,"Model 3, Long Range, tração traseira",47 275 €,0,702,201,"5,2"
268,Nuevo,Model 3,2025,BLACK,portugal,"Model 3, Long Range, tração traseira",48 475 €,0,702,201,"5,2"
269,Nuevo,Model 3,2025,BLACK,portugal,"Model 3, Long Range, tração traseira",48 625 €,0,702,201,"5,2"
270,Nuevo,Model 3,2025,BLACK,portugal,"Model 3, Long Range, tração traseira",48 975 €,0,640,201,"5,2"
271,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",50 085 €,10 334 km no conta-quilómetros,629,201,"4,4"
272,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",51 275 €,0,629,201,"4,4"
273,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",52 475 €,0,629,201,"4,4"
274,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",52 625 €,0,629,201,"4,4"
275,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",52 625 €,0,629,201,"4,4"
276,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",52 975 €,0,629,201,"4,4"
277,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",52 975 €,0,629,201,"4,4"
278,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",53 825 €,0,629,201,"4,4"
279,Nuevo,Model 3,2025,BLACK,portugal,"Long Range, tração integral",55 525 €,0,629,201,"4,4"
280,Nuevo,Model 3,2025,BLACK,portugal,Performance tração integral,59 775 €,0,528,262,"3,1"
281,Nuevo,Model 3,2025,BLACK,portugal,Performance tração integral,59 775 €,0,528,262,"3,1"
282,Nuevo,Model 3,2025,BLACK,portugal,Performance tração integral,60 975 €,0,528,262,"3,1"
283,Nuevo,Model 3,2025,BLACK,portugal,Performance tração integral,60 975 €,0,528,262,"3,1"
284,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, tração traseira",39 675 €,0,513,201,"6,1"
285,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, tração traseira",39 675 €,0,513,201,"6,1"
286,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, tração traseira",41 025 €,0,513,201,"6,1"
287,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, Long Range, tração traseira",47 275 €,0,702,201,"5,2"
288,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, Long Range, tração traseira",48 475 €,0,702,201,"5,2"
289,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, Long Range, tração traseira",48 625 €,0,702,201,"5,2"
290,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, Long Range, tração traseira",48 975 €,0,640,201,"5,2"
291,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",49 295 €,7619 km no conta-quilómetros,629,201,"4,4"
292,Nuevo,Model 3,2025,BLUE,portugal,"Model 3, Long Range, tração traseira",50 175 €,0,640,201,"5,2"
293,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",51 275 €,0,629,201,"4,4"
294,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",52 475 €,0,629,201,"4,4"
295,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",52 475 €,0,629,201,"4,4"
296,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",52 625 €,0,629,201,"4,4"
297,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",52 625 €,0,629,201,"4,4"
298,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",52 975 €,0,629,201,"4,4"
299,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",52 975 €,0,629,201,"4,4"
300,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",54 175 €,0,629,201,"4,4"
301,Nuevo,Model 3,2025,BLUE,portugal,"Long Range, tração integral",54 325 €,0,629,201,"4,4"
302,Nuevo,Model 3,2025,BLUE,portugal,Performance tração integral,56 245 €,0,528,262,"3,1"
303,Nuevo,Model 3,2025,BLUE,portugal,Performance tração integral,57 375 €,0,528,262,"3,1"
304,Nuevo,Model 3,2025,BLUE,portugal,Performance tração integral,59 775 €,0,528,262,"3,1"
305,Nuevo,Model 3,2025,BLUE,portugal,Performance tração integral,60 975 €,0,528,262,"3,1"
306,Nuevo,Model 3,2025,BLUE,portugal,Performance tração integral,61 175 €,0,528,262,"3,1"
307,Nuevo,Model 3,2025,GREY,portugal,"Long Range, tração integral",51 275 €,0,629,201,"4,4"
308,Nuevo,Model 3,2025,GREY,portugal,"Long Range, tração integral",51 275 €,0,629,201,"4,4"
309,Nuevo,Model 3,2025,GREY,portugal,"Long Range, tração integral",52 475 €,0,629,201,"4,4"
310,Nuevo,Model 3,2025,GREY,portugal,"Long Range, tração integral",52 625 €,0,629,201,"4,4"
311,Nuevo,Model 3,2025,GREY,portugal,"Long Range, tração integral",52 625 €,0,629,201,"4,4"
312,Nuevo,Model 3,2025,GREY,portugal,"Long Range, tração integral",52 975 €,0,629,201,"4,4"
313,Nuevo,Model 3,2025,GREY,portugal,"Long Range, tração integral",54 325 €,0,629,201,"4,4"
314,Nuevo,Model 3,2025,GREY,portugal,Performance tração integral,59 775 €,0,528,262,"3,1"
315,Nuevo,Model 3,2025,GREY,portugal,Performance tração integral,60 975 €,0,528,262,"3,1"
316,Nuevo,Model 3,2025,GREY,portugal,Performance tração integral,60 975 €,0,528,262,"3,1"
317,Nuevo,Model 3,2025,GREY,portugal,Performance tração integral,63 575 €,0,528,262,"3,1"
318,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, tração traseira",42 975 €,0,513,201,"6,1"
319,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, tração traseira",44 175 €,0,513,201,"6,1"
320,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, tração traseira",44 325 €,0,513,201,"6,1"
321,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, tração traseira",44 675 €,0,513,201,"6,1"
322,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, Long Range, tração traseira",47 975 €,0,702,201,"5,2"
323,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, Long Range, tração traseira",49 175 €,0,702,201,"5,2"
324,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, Long Range, tração traseira",49 325 €,0,702,201,"5,2"
325,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, Long Range, tração traseira",49 675 €,0,640,201,"5,2"
326,Nuevo,Model 3,2025,SILVER,portugal,"Model 3, Long Range, tração traseira",50 875 €,0,640,201,"5,2"
327,Nuevo,Model 3,2025,SILVER,portugal,"Long Range, tração integral",51 975 €,0,629,201,"4,4"
328,Nuevo,Model 3,2025,SILVER,portugal,"Long Range, tração integral",53 175 €,0,629,201,"4,4"
329,Nuevo,Model 3,2025,SILVER,portugal,"Long Range, tração integral",53 325 €,0,629,201,"4,4"
330,Nuevo,Model 3,2025,SILVER,portugal,"Long Range, tração integral",53 675 €,0,629,201,"4,4"
331,Nuevo,Model 3,2025,SILVER,portugal,Performance tração integral,60 475 €,0,528,262,"3,1"
332,Nuevo,Model 3,2025,SILVER,portugal,Performance tração integral,61 675 €,0,528,262,"3,1"
333,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",38 475 €,0,513,201,"6,1"
334,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",44 175 €,0,513,201,"6,1"
335,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",44 175 €,0,513,201,"6,1"
336,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",44 325 €,0,513,201,"6,1"
337,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",44 675 €,0,513,201,"6,1"
338,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",44 675 €,0,513,201,"6,1"
339,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",45 875 €,0,513,201,"6,1"
340,Nuevo,Model 3,2025,RED,portugal,"Model 3, tração traseira",46 025 €,0,513,201,"6,1"
341,Nuevo,Model 3,2025,RED,portugal,"Model 3, Long Range, tração traseira",47 975 €,0,702,201,"5,2"
342,Nuevo,Model 3,2025,RED,portugal,"Model 3, Long Range, tração traseira",49 175 €,0,702,201,"5,2"
343,Nuevo,Model 3,2025,RED,portugal,"Model 3, Long Range, tração traseira",49 325 €,0,702,201,"5,2"
344,Nuevo,Model 3,2025,RED,portugal,"Model 3, Long Range, tração traseira",49 675 €,0,640,201,"5,2"
345,Nuevo,Model 3,2025,RED,portugal,"Model 3, Long Range, tração traseira",50 875 €,0,640,201,"5,2"
346,Nuevo,Model 3,2025,RED,portugal,"Model 3, Long Range, tração traseira",51 025 €,0,640,201,"5,2"
347,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",51 975 €,0,629,201,"4,4"
348,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",51 975 €,0,629,201,"4,4"
349,Nuevo,Model 3,2025,RED,portugal,"Model 3, Long Range, tração traseira",52 225 €,0,640,201,"5,2"
350,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",52 715 €,0,629,201,"4,4"
351,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",53 175 €,0,629,201,"4,4"
352,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",53 175 €,0,629,201,"4,4"
353,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",53 325 €,0,629,201,"4,4"
354,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",53 325 €,0,629,201,"4,4"
355,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",53 675 €,0,629,201,"4,4"
356,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",53 675 €,0,629,201,"4,4"
357,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",54 525 €,0,629,201,"4,4"
358,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",54 875 €,0,629,201,"4,4"
359,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",56 225 €,0,629,201,"4,4"
360,Nuevo,Model 3,2025,RED,portugal,"Long Range, tração integral",59 475 €,0,629,201,"4,4"
361,Nuevo,Model 3,2025,RED,portugal,Performance tração integral,60 475 €,0,528,262,"3,1"
362,Nuevo,Model 3,2025,RED,portugal,Performance tração integral,60 475 €,0,528,262,"3,1"
363,Nuevo,Model 3,2025,RED,portugal,Performance tração integral,61 675 €,0,528,262,"3,1"
364,Nuevo,Model X,2025,WHITE,portugal,Model X com tração integral,110 975 €,0,576,250,"3,9"
365,Nuevo,Model X,2025,WHITE,portugal,Model X com tração integral,115 725 €,0,576,250,"3,9"
366,Nuevo,Model X,2025,WHITE,portugal,Model X com tração integral,116 925 €,0,576,250,"3,9"
367,Nuevo,Model X,2025,WHITE,portugal,Plaid,117 975 €,0,543,262,"2,6"
368,Nuevo,Model X,2025,WHITE,portugal,Plaid,122 775 €,0,543,262,"2,6"
369,Nuevo,Model X,2025,WHITE,portugal,Plaid,123 925 €,0,543,262,"2,6"
370,Nuevo,Model X,2025,BLACK,portugal,Model X com tração integral,108 075 €,0,576,250,"3,9"
371,Nuevo,Model X,2025,BLACK,portugal,Model X com tração integral,115 075 €,0,576,250,"3,9"
372,Nuevo,Model X,2025,BLACK,portugal,Model X com tração integral,115 075 €,0,576,250,"3,9"
373,Nuevo,Model X,2025,BLACK,portugal,Model X com tração integral,115 075 €,0,576,250,"3,9"
374,Nuevo,Model X,2025,BLACK,portugal,Model X com tração integral,115 825 €,0,576,250,"3,9"
375,Nuevo,Model X,2025,BLACK,portugal,Model X com tração integral,122 025 €,0,576,250,"3,9"
376,Nuevo,Model X,2025,BLACK,portugal,Plaid,122 075 €,0,543,262,"2,6"
377,Nuevo,Model X,2025,BLACK,portugal,Plaid,125 525 €,0,543,262,"2,6"
378,Nuevo,Model X,2025,BLUE,portugal,Model X com tração integral,106 825 €,14 931 km no conta-quilómetros,576,250,"3,9"
379,Nuevo,Model X,2025,BLUE,portugal,Model X com tração integral,112 575 €,0,576,250,"3,9"
380,Nuevo,Model X,2025,BLUE,portugal,Model X com tração integral,115 075 €,0,576,250,"3,9"
381,Nuevo,Model X,2025,BLUE,portugal,Plaid,119 575 €,0,543,262,"2,6"
382,Nuevo,Model X,2025,BLUE,portugal,Plaid,123 075 €,0,543,262,"2,6"
383,Nuevo,Model X,2025,GREY,portugal,Model X com tração integral,113 575 €,0,576,250,"3,9"
384,Nuevo,Model X,2025,GREY,portugal,Model X com tração integral,116 075 €,0,576,250,"3,9"
385,Nuevo,Model X,2025,GREY,portugal,Model X com tração integral,120 425 €,0,576,250,"3,9"
386,Nuevo,Model X,2025,GREY,portugal,Plaid,126 525 €,0,543,262,"2,6"
387,Nuevo,Model X,2025,SILVER,portugal,Model X com tração integral,116 075 €,0,576,250,"3,9"
388,Nuevo,Model X,2025,SILVER,portugal,Model X com tração integral,116 075 €,0,576,250,"3,9"
389,Nuevo,Model X,2025,RED,portugal,Model X com tração integral,113 575 €,0,576,250,"3,9"
390,Nuevo,Model X,2025,RED,portugal,Plaid,115 295 €,25 km no conta-quilómetros,543,262,"2,6"
391,Nuevo,Model X,2025,RED,portugal,Model X com tração integral,117 075 €,0,576,250,"3,9"
392,Nuevo,Model X,2025,RED,portugal,Model X com tração integral,119 525 €,0,576,250,"3,9"
393,Nuevo,Model X,2025,RED,portugal,Plaid,120 575 €,0,543,262,"2,6"
394,Nuevo,Model X,2025,RED,portugal,Plaid,120 575 €,0,543,262,"2,6"
395,Nuevo,Model X,2025,RED,portugal,Model X com tração integral,123 025 €,0,576,250,"3,9"
396,Nuevo,Model X,2025,RED,portugal,Plaid,123 075 €,0,543,262,"2,6"
397,Nuevo,Model X,2025,RED,portugal,Plaid,129 025 €,0,543,262,"2,6"
398,Nuevo,Model X,2025,RED,portugal,Plaid,129 025 €,0,543,262,"2,6"
399,Nuevo,Model Y,2025,WHITE,portugal,"Model Y, tração traseira",42 605 €,3749 km no conta-quilómetros,455,217,"6,9"
400,Nuevo,Model Y,2025,WHITE,portugal,"Model Y, tração traseira",43 545 €,0,430,217,"6,9"
401,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",48 865 €,5372 km no conta-quilómetros,533,217,5
402,Nuevo,Model Y,2025,WHITE,portugal,"Model Y, Long Range, tração traseira",49 975 €,0,600,217,"5,9"
403,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",50 755 €,6786 km no conta-quilómetros,533,217,5
404,Nuevo,Model Y,2025,WHITE,portugal,"Model Y, Long Range, tração traseira",51 325 €,0,600,217,"5,9"
405,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",51 515 €,0,533,217,5
406,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",51 655 €,12 km no conta-quilómetros,533,217,5
407,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",51 655 €,0,533,217,5
408,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",51 655 €,0,533,217,5
409,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",53 705 €,0,533,217,5
410,Nuevo,Model Y,2025,WHITE,portugal,"Long Range, tração integral",55 455 €,0,533,217,5
411,Nuevo,Model Y,2025,WHITE,portugal,Performance tração integral,58 975 €,0,514,250,"3,7"
412,Nuevo,Model Y,2025,BLACK,portugal,"Model Y, Long Range, tração traseira",51 275 €,0,600,217,"5,9"
413,Nuevo,Model Y,2025,BLACK,portugal,"Model Y, Long Range, tração traseira",51 405 €,2544 km no conta-quilómetros,600,217,"5,9"
414,Nuevo,Model Y,2025,BLACK,portugal,"Long Range, tração integral",51 615 €,0,533,217,5
415,Nuevo,Model Y,2025,BLACK,portugal,"Model Y, Long Range, tração traseira",52 475 €,4 km no conta-quilómetros,600,217,"5,9"
416,Nuevo,Model Y,2025,BLACK,portugal,"Model Y, Long Range, tração traseira",52 475 €,0,600,217,"5,9"
417,Nuevo,Model Y,2025,BLACK,portugal,"Model Y, Long Range, tração traseira",53 575 €,0,565,217,"5,9"
418,Nuevo,Model Y,2025,BLACK,portugal,"Long Range, tração integral",58 735 €,0,533,217,5
419,Nuevo,Model Y,2025,BLACK,portugal,Performance tração integral,60 275 €,0,514,250,"3,7"
420,Nuevo,Model Y,2025,BLACK,portugal,Performance tração integral,61 475 €,0,514,250,"3,7"
421,Nuevo,Model Y,2025,BLACK,portugal,Performance tração integral,61 625 €,0,514,250,"3,7"
422,Nuevo,Model Y,2025,BLUE,portugal,"Model Y, tração traseira",44 715 €,0,430,217,"6,9"
423,Nuevo,Model Y,2025,BLUE,portugal,"Model Y, tração traseira",45 795 €,0,430,217,"6,9"
424,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",49 995 €,5887 km no conta-quilómetros,533,217,5
425,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",51 615 €,0,533,217,5
426,Nuevo,Model Y,2025,BLUE,portugal,"Model Y, Long Range, tração traseira",52 625 €,0,600,217,"5,9"
427,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",52 635 €,3709 km no conta-quilómetros,533,217,5
428,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",52 755 €,0,533,217,5
429,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",53 795 €,0,533,217,5
430,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",53 795 €,0,533,217,5
431,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",54 035 €,0,533,217,5
432,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",54 945 €,4244 km no conta-quilómetros,533,217,5
433,Nuevo,Model Y,2025,BLUE,portugal,"Long Range, tração integral",56 215 €,0,533,217,5
434,Nuevo,Model Y,2025,BLUE,portugal,Performance tração integral,57 315 €,0,514,250,"3,7"
435,Nuevo,Model Y,2025,BLUE,portugal,Performance tração integral,58 455 €,0,514,250,"3,7"
436,Nuevo,Model Y,2025,BLUE,portugal,Performance tração integral,59 735 €,0,514,250,"3,7"
437,Nuevo,Model Y,2025,SILVER,portugal,"Model Y, tração traseira",44 895 €,0,455,217,"6,9"
438,Nuevo,Model Y,2025,SILVER,portugal,"Model Y, tração traseira",45 525 €,5024 km no conta-quilómetros,430,217,"6,9"
439,Nuevo,Model Y,2025,SILVER,portugal,"Model Y, Long Range, tração traseira",54 875 €,0,565,217,"5,9"
440,Nuevo,Model Y,2025,SILVER,portugal,Performance tração integral,61 575 €,0,514,250,"3,7"
441,Nuevo,Model Y,2025,CHERRY,portugal,"Model Y, tração traseira",46 115 €,0,455,217,"6,9"
442,Nuevo,Model Y,2025,CHERRY,portugal,"Long Range, tração integral",53 985 €,0,533,217,5
443,Nuevo,Model Y,2025,CHERRY,portugal,"Long Range, tração integral",54 125 €,0,533,217,5
444,Nuevo,Model Y,2025,CHERRY,portugal,"Long Range, tração integral",54 125 €,0,533,217,5
445,Nuevo,Model Y,2025,CHERRY,portugal,Performance tração integral,61 575 €,0,514,250,"3,7"
446,Ocasion,Model 3,2021,WHITE,portugal,"Long Range, tração integral",35 000 €,40 421 km no conta-quilómetros,580,233,"4,4"
447,Ocasion,Model 3,2023,WHITE,portugal,Performance tração integral,46 000 €,31 307 km no conta-quilómetros,547,261,"3,3"
448,Ocasion,Model 3,2023,WHITE,portugal,"Long Range, tração integral",48 000 €,17 135 km no conta-quilómetros,602,233,"4,4"
449,Ocasion,Model 3,2019,BLACK,portugal,"Long Range, tração integral",25 400 €,139 638 km no conta-quilómetros,560,233,"4,6"
450,Ocasion,Model 3,2020,BLACK,portugal,"Long Range, tração integral",31 000 €,81 784 km no conta-quilómetros,560,233,"4,6"
451,Ocasion,Model 3,2022,BLACK,portugal,Performance tração integral,41 900 €,27 707 km no conta-quilómetros,547,261,"3,3"
452,Ocasion,Model 3,2023,GREY,portugal,"Long Range, tração integral",42 100 €,14 887 km no conta-quilómetros,602,233,"3,9"
453,Ocasion,Model 3,2022,GREY,portugal,Performance tração integral,43 000 €,19 834 km no conta-quilómetros,547,261,"3,3"
454,Ocasion,Model X,2019,GREY,portugal,100D Ludicrous Performance,55 000 €,64 986 km no conta-quilómetros,542,249,3
455,Ocasion,Model Y,2022,WHITE,portugal,"Long Range, tração integral",40 200 €,54 383 km no conta-quilómetros,533,217,5
456,Ocasion,Model Y,2022,WHITE,portugal,"Long Range, tração integral",40 800 €,35 340 km no conta-quilómetros,533,217,5
457,Ocasion,Model Y,2022,WHITE,portugal,"Long Range, tração integral",42 000 €,32 158 km no conta-quilómetros,533,217,5
458,Ocasion,Model Y,2022,WHITE,portugal,"Long Range, tração integral",42 000 €,31 969 km no conta-quilómetros,533,217,5
459,Ocasion,Model Y,2022,WHITE,portugal,"Long Range, tração integral",42 500 €,28 755 km no conta-quilómetros,533,217,5
460,Ocasion,Model Y,2022,WHITE,portugal,"Long Range, tração integral",42 500 €,28 496 km no conta-quilómetros,533,217,5
461,Ocasion,Model Y,2022,BLACK,portugal,"Long Range, tração integral",40 600 €,34 918 km no conta-quilómetros,533,217,5
462,Ocasion,Model Y,2022,BLACK,portugal,"Long Range, tração integral",41 400 €,38 819 km no conta-quilómetros,533,217,5
463,Ocasion,Model Y,2022,BLACK,portugal,"Long Range, tração integral",42 900 €,31 021 km no conta-quilómetros,533,217,5
464,Ocasion,Model Y,2022,BLACK,portugal,Performance tração integral,45 300 €,46 832 km no conta-quilómetros,514,250,"3,7"
465,Nuevo,Model S,2025,WHITE,france,Model S Transmission intégrale,89 850 €,Compteur kilométrique à 722 km,634,250,"3,2"
466,Nuevo,Model S,2025,WHITE,france,Plaid,115 290 €,0,600,322,"2,1"
467,Nuevo,Model S,2025,BLACK,france,Model S Transmission intégrale,86 670 €,Compteur kilométrique à 5 165 km,634,250,"3,2"
468,Nuevo,Model S,2025,BLACK,france,Model S Transmission intégrale,102 280 €,Compteur kilométrique à 1 011 km,634,250,"3,2"
469,Nuevo,Model S,2025,BLACK,france,Plaid,109 060 €,Compteur kilométrique à 541 km,600,322,"2,1"
470,Nuevo,Model S,2025,BLACK,france,Plaid,122 990 €,0,600,322,"2,1"
471,Nuevo,Model S,2025,GREY,france,Plaid,114 800 €,Compteur kilométrique à 26 km,600,322,"2,1"
472,Nuevo,Model S,2025,GREY,france,Plaid,115 490 €,0,600,322,"2,1"
473,Nuevo,Model S,2025,SILVER,france,Plaid,118 890 €,0,600,322,"2,1"
